,rental_id,building_id,rent,bedrooms,bathrooms,size_sqft,min_to_subway,floor,building_age_yrs,no_fee,has_roofdeck,has_washer_dryer,has_doorman,has_elevator,has_dishwasher,has_patio,has_gym,neighborhood,submarket,borough
1469,8842,55944355,4865,1.0,1,697,2,19.0,13,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
1470,11335,85066873,5890,1.0,1,752,3,28.0,6,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1471,2492,3032139,3555,1.0,1,600,2,5.0,99,1,1,0,1,1,0,1,1,Upper West Side,All Upper West Side,Manhattan
1473,5197,55918091,3645,1.0,1,811,14,1.0,55,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1482,1539,88586001,3995,1.0,1,938,1,6.0,180,0,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1485,2491,47607639,4000,1.0,1,764,7,12.0,39,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1487,4643,68827671,2750,1.0,1,800,3,4.0,75,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1489,1929,49275912,3750,1.0,1,817,5,32.0,13,0,0,0,1,1,1,0,0,Midtown South,All Midtown,Manhattan
1492,1139,66540513,4000,1.0,1,874,7,9.0,12,0,1,0,1,1,1,1,1,Upper West Side,All Upper West Side,Manhattan
1502,7864,36342618,4100,1.0,1,690,5,9.0,1,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1503,634,76516983,5795,1.0,1,626,3,8.0,2,1,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
1515,9937,3021385,4450,1.0,1,985,5,10.0,37,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1518,3275,70647804,4055,1.0,1,818,4,7.0,47,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1521,7028,2228204,3750,1.0,1,500,4,4.0,156,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
1523,9269,71977815,3900,1.0,1,640,4,8.0,7,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
1524,2287,14371145,6000,1.0,1,962,2,9.0,10,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1525,4919,82227308,2595,1.0,1,500,3,4.0,106,0,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
1532,999,15334021,4500,1.0,1,700,7,27.0,34,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1533,5600,76909719,3500,1.0,1,650,2,29.0,29,0,1,0,1,1,0,1,1,Midtown,All Midtown,Manhattan
1536,1855,53487787,3100,1.0,1,654,4,18.0,42,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1546,10740,43286650,4850,1.0,1,706,4,8.0,9,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1547,9301,55818615,5800,1.0,1,811,6,29.0,5,1,0,0,0,0,0,0,0,Battery Park City,All Downtown,Manhattan
1548,9730,27108379,2195,1.0,1,500,6,2.0,106,0,1,1,1,1,1,1,1,Lower East Side,All Downtown,Manhattan
1550,2137,7397895,2125,1.0,1,475,2,1.0,115,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
1560,9131,77385580,3195,1.0,1,700,3,1.0,41,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1561,6684,84666551,3690,1.0,1,802,7,15.0,33,1,0,0,1,0,0,0,0,Battery Park City,All Downtown,Manhattan
1563,10739,24990628,4395,1.0,1,692,4,14.0,19,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1566,6711,88062922,3800,1.0,1,718,10,16.0,9,0,1,0,1,1,0,0,1,Gramercy Park,All Downtown,Manhattan
1567,7681,34836874,3000,1.0,1,667,4,1.0,88,0,0,1,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1570,9968,93376938,2370,1.0,1,600,5,2.0,106,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1572,1078,35809557,5500,1.0,1,765,2,25.0,38,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1573,4650,55079807,4695,1.0,1,754,3,5.0,11,0,1,0,1,1,0,0,1,Tribeca,All Downtown,Manhattan
1574,10290,51883798,5200,1.0,1,800,2,6.0,10,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1577,8087,43812200,3100,1.0,1,550,2,3.0,106,0,1,0,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
1580,8231,83895297,3130,1.0,1,594,4,15.0,18,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1582,3640,13290871,5500,1.0,1,1000,3,3.0,116,1,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
1584,1469,24236066,4050,1.0,1,826,3,21.0,29,0,1,0,0,1,0,0,0,Financial District,All Downtown,Manhattan
1588,2568,42531018,3900,1.0,1,850,5,21.0,30,0,0,0,0,1,0,0,0,Midtown East,All Midtown,Manhattan
1594,8364,28946905,4363,1.0,1,620,1,2.0,29,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1596,493,49263922,4362,1.0,1,982,3,20.0,85,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1597,1998,17201350,2895,1.0,1,650,9,19.0,36,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1598,4090,27009119,4000,1.0,1,700,1,23.0,31,0,1,0,1,1,1,1,0,Flatiron,All Downtown,Manhattan
1599,3639,66781900,5500,1.0,1,1180,9,20.0,15,0,0,0,0,0,0,1,0,Midtown East,All Midtown,Manhattan
1600,9996,46213486,4350,1.0,1,723,2,3.0,92,0,0,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
1605,6121,87356164,3557,1.0,1,621,12,5.0,4,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1609,1470,29204811,5300,1.0,1,776,7,42.0,6,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
1614,3786,48294787,3375,1.0,1,850,8,2.0,90,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1615,815,60259977,3500,1.0,1,700,6,2.0,96,0,0,0,0,0,0,0,0,Soho,All Downtown,Manhattan
1621,10152,69892988,4895,1.0,1,876,1,11.0,51,1,0,0,0,0,1,0,1,Flatiron,All Downtown,Manhattan
1624,7574,63857454,3930,1.0,1,710,3,17.0,15,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1627,79,78690860,5495,1.0,2,966,2,25.0,10,0,1,1,1,1,1,0,1,Midtown East,All Midtown,Manhattan
1628,9095,94969261,9000,1.0,1,1521,9,4.0,1,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1630,3412,5492298,2595,1.0,1,600,1,5.0,116,0,0,1,0,0,1,0,0,Upper West Side,All Upper West Side,Manhattan
1631,9713,93908515,9500,1.0,1,1026,2,11.0,101,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
1634,2412,76582491,3995,1.0,1,930,2,21.0,34,0,0,0,0,0,1,0,0,Financial District,All Downtown,Manhattan
1635,6915,7258377,4500,1.0,1,715,4,9.0,16,1,0,0,1,1,0,1,1,Chelsea,All Downtown,Manhattan
1639,7550,66976513,3150,1.0,1,875,4,3.0,86,0,1,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
1644,11276,4118838,3500,1.0,1,712,8,6.0,12,0,1,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1651,9579,69238741,4885,1.0,1,880,6,11.0,16,0,0,0,0,0,1,0,0,Midtown East,All Midtown,Manhattan
1657,658,3652265,4000,1.0,1,1000,4,3.0,48,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1660,10877,63857454,4090,1.0,1,710,3,29.0,15,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1662,197,81950429,4500,1.0,1,800,2,3.0,96,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
1666,9178,69754111,2200,1.0,1,750,2,5.0,96,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
1670,2736,67185819,3700,1.0,1,765,2,10.0,30,0,1,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
1672,8817,89197252,3500,1.0,1,670,2,15.0,9,0,1,0,1,1,0,0,1,Midtown West,All Midtown,Manhattan
1674,6658,86743159,4480,1.0,1,642,7,2.0,5,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1677,10478,83259565,2195,1.0,1,450,3,5.0,81,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1678,1146,45862967,3500,1.0,1,765,4,14.0,19,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1681,9446,24117405,7500,1.0,2,1400,1,2.0,96,0,0,0,1,1,0,0,0,Greenwich Village,All Downtown,Manhattan
1685,170,48663782,4950,1.0,1,899,2,39.0,30,0,0,0,1,1,1,0,1,Upper East Side,All Upper East Side,Manhattan
1688,4723,92322246,3850,1.0,1,575,3,5.0,106,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
1691,11044,13723263,4100,1.0,1,789,7,12.0,9,0,0,0,0,1,0,1,0,Upper West Side,All Upper West Side,Manhattan
1692,2973,34603884,3712,1.0,2,1201,11,3.0,108,1,1,1,1,1,1,1,1,Lower East Side,All Downtown,Manhattan
1702,11029,75848925,3700,1.0,1,732,0,10.0,87,0,0,0,1,1,0,0,0,Financial District,All Downtown,Manhattan
1704,2057,92151087,4750,1.0,1,679,4,8.0,10,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1705,7263,23365648,3825,1.0,1,800,7,7.0,9,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1706,8589,50384576,3195,1.0,1,482,4,28.0,85,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
1709,744,66977727,3200,1.0,1,600,9,6.0,106,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
1717,9684,18588409,1795,1.0,1,800,3,4.0,79,0,0,0,0,0,0,0,0,Inwood,All Upper Manhattan,Manhattan
1719,5290,71378125,4705,1.0,1,635,2,16.0,0,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
1720,2539,20822216,3500,1.0,1,700,2,2.0,86,0,0,0,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
1722,1657,25994577,3500,1.0,1,530,2,5.0,55,0,1,1,1,1,1,0,1,Greenwich Village,All Downtown,Manhattan
1727,758,89055400,3600,1.0,1,663,5,8.0,37,1,1,1,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
1731,5546,71691994,4637,1.0,1,633,3,3.0,16,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1732,7983,56487326,1995,1.0,1,600,8,3.0,116,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1733,2388,56026936,2995,1.0,1,750,9,13.0,42,0,1,1,1,1,1,1,1,Upper East Side,All Upper East Side,Manhattan
1743,4025,27285599,3810,1.0,1,708,3,11.0,71,1,1,1,0,1,1,0,1,Stuyvesant Town/PCV,All Downtown,Manhattan
1745,9750,32253930,3850,1.0,1,840,7,3.0,52,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1748,1869,15751966,1995,1.0,1,825,3,5.0,91,0,0,0,0,0,0,0,0,Inwood,All Upper Manhattan,Manhattan
1751,2847,92668738,4300,1.0,1,766,4,14.0,9,0,0,1,1,1,1,0,0,Midtown East,All Midtown,Manhattan
1753,3552,23018449,5500,1.0,2,1100,2,5.0,116,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1755,4349,18404508,4000,1.0,1,673,4,8.0,19,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1758,11273,9925024,10200,1.0,2,1881,3,14.0,52,1,1,1,1,1,1,0,1,Tribeca,All Downtown,Manhattan
1761,10498,46418883,4600,1.0,1,900,3,17.0,78,0,1,1,1,1,0,0,1,Upper West Side,All Upper West Side,Manhattan
1764,3601,15098019,3300,1.0,1,642,10,8.0,29,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1765,10708,46802136,5995,1.0,1,855,1,26.0,8,0,1,1,1,1,0,0,1,Flatiron,All Downtown,Manhattan
1771,345,54642186,1995,1.0,1,625,5,1.0,96,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
1778,8352,46258881,1975,1.0,1,595,6,14.0,55,1,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
1782,2966,20603370,3400,1.0,1,760,6,4.0,31,0,0,0,0,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
1787,7079,80177329,3675,1.0,1,702,2,12.0,85,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1791,7013,65922524,4370,1.0,1,822,3,9.0,31,1,0,1,1,1,1,1,1,Battery Park City,All Downtown,Manhattan
1793,10446,11602431,4000,1.0,1,766,1,14.0,25,1,0,0,1,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1796,5427,72456140,3490,1.0,1,610,8,10.0,41,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1797,3896,50113493,3885,1.0,1,837,5,4.0,17,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1802,4488,36199025,3910,1.0,1,709,8,19.0,16,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1810,7893,32604532,5250,1.0,1,915,6,3.0,2,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1811,370,27205995,2700,1.0,1,700,1,2.0,116,0,1,0,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
1814,2971,92538947,5400,1.0,1,1000,6,6.0,116,0,0,1,1,1,1,0,1,East Village,All Downtown,Manhattan
1818,4573,49880750,3625,1.0,1,650,1,14.0,51,1,0,1,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1819,7928,9925024,5500,1.0,1,835,3,21.0,52,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
1829,4759,3032139,3120,1.0,1,574,2,9.0,99,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1830,9895,68568907,4595,1.0,1,902,4,6.0,7,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1831,10609,47607639,3475,1.0,1,574,7,9.0,39,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1835,10378,2849860,3480,1.0,1,620,7,28.0,39,1,0,1,0,0,1,1,0,Upper East Side,All Upper East Side,Manhattan
1840,2544,79445359,2000,1.0,1,580,3,1.0,76,0,0,0,0,0,0,0,0,Central Harlem,All Upper Manhattan,Manhattan
1844,405,17340497,3595,1.0,1,650,43,17.0,14,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1849,4310,66781900,5500,1.0,1,1180,9,6.0,15,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1850,2995,56891296,3800,1.0,1,800,5,11.0,104,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1851,1458,85066873,5395,1.0,1,747,3,27.0,6,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1855,6672,37809936,3695,1.0,1,671,1,7.0,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1856,6483,91440509,4116,1.0,1,586,2,20.0,16,1,0,1,1,1,1,1,1,Flatiron,All Downtown,Manhattan
1857,167,69253610,3545,1.0,1,650,3,15.0,30,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1858,1515,38443215,4700,1.0,1,800,2,32.0,11,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1859,1528,89197252,4200,1.0,1,768,2,43.0,9,0,1,0,0,1,0,0,0,Midtown West,All Midtown,Manhattan
1864,1693,33942775,3200,1.0,1,600,3,6.0,106,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1867,10148,71650752,1600,1.0,1,850,2,4.0,105,0,0,0,0,0,0,0,0,Hamilton Heights,All Upper Manhattan,Manhattan
1873,375,86743159,4935,1.0,1,685,7,2.0,5,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1874,3195,37809936,3700,1.0,1,666,1,10.0,19,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1879,6395,43812200,3100,1.0,1,500,2,4.0,106,0,1,0,1,1,1,0,1,Upper West Side,All Upper West Side,Manhattan
1880,4389,24021567,6350,1.0,1,947,4,40.0,47,1,0,0,0,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
1881,2542,59414256,4600,1.0,1,1101,1,7.0,88,0,0,0,1,1,0,0,0,Financial District,All Downtown,Manhattan
1883,8369,32563451,3500,1.0,1,589,43,40.0,43,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1885,4236,8182574,3553,1.0,1,668,4,38.0,16,1,0,1,1,1,1,0,1,Midtown West,All Midtown,Manhattan
1891,8840,85066873,5875,1.0,1,744,3,52.0,6,1,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1898,5067,91440509,4006,1.0,1,573,2,36.0,16,1,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
1900,175,32041582,2250,1.0,1,600,9,5.0,111,0,0,0,0,0,1,0,0,Upper East Side,All Upper East Side,Manhattan
1902,3055,89350374,2670,1.0,1,668,5,4.0,1,1,0,0,0,0,0,0,0,East Harlem,All Upper Manhattan,Manhattan
1903,945,91440509,4748,1.0,1,693,2,29.0,16,1,1,0,1,1,0,0,1,Flatiron,All Downtown,Manhattan
1907,6657,62828354,3395,1.0,1,626,6,6.0,14,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1908,2246,18802706,7500,1.0,1,1200,3,8.0,31,0,0,0,1,1,0,0,0,East Village,All Downtown,Manhattan
1909,11302,59407756,3750,1.0,1,666,3,3.0,88,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
1918,4155,2454825,7000,1.0,2,1753,1,31.0,102,0,0,0,1,0,0,0,0,Financial District,All Downtown,Manhattan
1923,1379,50194634,2495,1.0,1,550,3,3.0,89,0,1,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
1926,1205,51883798,5400,1.0,1,793,2,10.0,10,0,0,0,1,0,0,0,0,Chelsea,All Downtown,Manhattan
1930,2804,33958621,3500,1.0,1,701,3,39.0,11,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1932,1079,93814173,5250,1.0,1,888,2,20.0,11,0,0,0,0,0,1,0,0,Midtown,All Midtown,Manhattan
1933,2641,44519169,5000,1.0,2,950,7,6.0,84,0,0,0,0,0,0,0,0,Chelsea,All Downtown,Manhattan
1937,10809,99428575,2900,1.0,1,520,1,10.0,8,0,0,0,0,0,0,0,0,Chinatown,All Downtown,Manhattan
1940,4719,48187816,7500,1.0,1,1092,4,62.0,33,0,0,0,1,0,0,0,0,Midtown,All Midtown,Manhattan
1942,817,89197252,4300,1.0,1,850,2,54.0,9,0,1,1,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1946,4895,15598032,3750,1.0,1,699,3,15.0,15,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1947,10780,60982217,3000,1.0,1,450,1,4.0,29,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1950,4949,84949855,3500,1.0,1,766,8,15.0,29,1,0,1,1,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
1953,9901,5759090,3150,1.0,1,590,2,5.0,113,0,0,0,1,0,0,1,0,Financial District,All Downtown,Manhattan
1955,3441,30137158,1550,1.0,1,450,6,5.0,102,0,0,0,0,0,0,0,0,Washington Heights,All Upper Manhattan,Manhattan
1956,2621,70711994,2900,1.0,1,488,1,18.0,103,0,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
1983,3506,2440455,4575,1.0,1,728,2,22.0,35,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
1988,11140,96569422,3600,1.0,1,650,2,5.0,55,0,1,0,1,1,0,0,0,Greenwich Village,All Downtown,Manhattan
1992,3660,54696794,3635,1.0,1,732,10,4.0,16,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
1994,6086,81739602,2600,1.0,1,650,7,15.0,106,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
1998,1981,20136117,5995,1.0,1,947,5,8.0,2,0,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2002,3988,36677865,7000,1.0,1,708,2,56.0,6,0,0,1,0,0,1,0,0,Financial District,All Downtown,Manhattan
2005,11040,44212706,4500,1.0,1,900,4,5.0,89,0,0,0,0,0,1,0,0,Upper West Side,All Upper West Side,Manhattan
2008,775,28380717,3800,1.0,1,700,5,6.0,96,0,0,1,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
2011,9354,33762987,2395,1.0,1,650,9,2.0,116,0,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2012,9603,9787710,5225,1.0,1,767,2,21.0,8,1,0,0,0,0,0,0,0,Midtown South,All Midtown,Manhattan
2016,5506,19531747,3395,1.0,0,800,2,12.0,89,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2017,4894,15598032,3795,1.0,1,733,3,22.0,15,1,0,0,0,0,0,0,0,Midtown West,All Midtown,Manhattan
2018,6737,66806525,2950,1.0,1,600,1,2.0,101,0,0,0,1,1,0,0,1,Upper East Side,All Upper East Side,Manhattan
2029,8701,95930137,3950,1.0,1,700,1,4.0,43,0,1,0,1,1,1,0,1,Chelsea,All Downtown,Manhattan
2033,10171,22319464,4915,1.0,1,753,5,18.0,44,1,1,1,1,1,1,0,1,Midtown East,All Midtown,Manhattan
2038,1682,51802038,3200,1.0,1,650,2,4.0,106,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2039,5344,83895297,3725,1.0,2,629,4,16.0,18,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2042,5573,20979506,2950,1.0,1,540,5,5.0,30,0,0,1,0,1,0,0,0,Battery Park City,All Downtown,Manhattan
2044,4178,23733846,2850,1.0,1,600,6,3.0,89,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2049,8267,94187587,3500,1.0,1,780,2,17.0,54,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2055,2721,36677865,4400,1.0,1,606,2,53.0,6,0,0,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
2057,2,64951899,4200,1.0,1,809,5,14.0,91,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2059,11303,34603884,3350,1.0,1,1086,11,5.0,108,1,0,0,0,0,0,0,0,Lower East Side,All Downtown,Manhattan
2061,10800,59604411,3995,1.0,1,870,4,3.0,52,1,0,0,0,0,0,0,0,Midtown East,All Midtown,Manhattan
2062,4897,15598032,4250,1.0,1,721,3,44.0,15,1,1,1,1,1,0,0,1,Midtown West,All Midtown,Manhattan
2063,3008,59140047,3750,1.0,1,599,5,19.0,15,1,0,0,0,0,0,0,0,Tribeca,All Downtown,Manhattan
2067,3672,95378356,2750,1.0,1,600,9,6.0,57,0,0,0,1,0,0,0,0,Midtown East,All Midtown,Manhattan
2068,6719,65922524,4100,1.0,1,763,3,11.0,31,1,1,1,1,1,1,0,1,Battery Park City,All Downtown,Manhattan
2078,9771,64789123,2695,1.0,1,650,2,1.0,56,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2083,5012,20496282,5995,1.0,1,1069,7,6.0,116,0,0,1,1,1,0,0,1,Midtown East,All Midtown,Manhattan
2092,3788,58485761,3250,1.0,1,700,2,9.0,93,0,0,0,0,0,1,0,0,Midtown,All Midtown,Manhattan
2096,2805,36474106,3200,1.0,1,700,3,1.0,85,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2099,7639,93139463,3250,1.0,1,770,10,16.0,53,0,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2101,2089,51385292,2450,1.0,1,550,2,2.0,116,0,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2106,2141,74762024,4350,1.0,1,750,2,2.0,106,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2108,8055,11483042,1795,1.0,1,750,2,5.0,67,0,0,1,1,1,1,0,1,Inwood,All Upper Manhattan,Manhattan
2114,10580,1477230,2450,1.0,1,500,5,1.0,96,0,0,0,0,0,0,0,0,Gramercy Park,All Downtown,Manhattan
2117,9128,43981151,3250,1.0,1,900,2,6.0,106,0,0,0,0,0,0,0,0,Morningside Heights,All Upper Manhattan,Manhattan
2119,10079,75840224,4200,1.0,1,650,5,8.0,29,0,0,0,0,0,0,0,0,West Village,All Downtown,Manhattan
2121,8587,50384576,3175,1.0,1,497,4,13.0,85,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2122,6939,4542822,3960,1.0,1,652,6,9.0,6,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2129,5827,70381716,3695,1.0,1,650,3,2.0,29,1,1,0,1,1,0,0,1,Nolita,All Downtown,Manhattan
2132,351,91781383,4900,1.0,1,1068,1,4.0,104,0,0,0,0,0,0,0,0,Flatiron,All Downtown,Manhattan
2135,10035,9163439,2995,1.0,1,591,2,3.0,120,1,0,0,0,0,0,0,0,Financial District,All Downtown,Manhattan
2140,8139,89197252,3800,1.0,1,713,2,22.0,9,0,1,0,1,1,0,0,1,Midtown West,All Midtown,Manhattan
2143,3917,54444692,4500,1.0,0,900,5,13.0,80,1,0,1,1,1,0,0,0,Midtown East,All Midtown,Manhattan
2146,1593,57327522,6000,1.0,1,1094,2,49.0,30,0,0,0,0,0,1,0,0,Midtown,All Midtown,Manhattan
2151,5435,44036929,3150,1.0,1,700,3,6.0,92,0,1,1,1,1,1,0,1,Midtown East,All Midtown,Manhattan
2154,2381,41713885,4250,1.0,1,788,3,4.0,10,0,1,0,1,1,0,0,0,Upper West Side,All Upper West Side,Manhattan
2155,5835,75848925,3400,1.0,1,831,0,23.0,87,0,1,0,1,1,0,0,1,Financial District,All Downtown,Manhattan
2162,6503,47016997,4500,1.0,1,653,2,9.0,86,0,0,0,0,0,0,0,0,Central Park South,All Midtown,Manhattan
2166,2446,37192392,3850,1.0,1,800,2,15.0,8,0,0,0,0,0,0,1,0,Financial District,All Downtown,Manhattan
2169,10605,91220032,3895,1.0,1,760,2,5.0,55,1,0,0,0,0,0,0,0,Upper East Side,All Upper East Side,Manhattan
2175,5355,47060215,4995,1.0,1,600,5,5.0,96,1,1,1,0,0,0,0,0,West Village,All Downtown,Manhattan
2181,3603,15098019,3450,1.0,1,619,10,28.0,29,1,0,0,0,1,0,0,0,Midtown West,All Midtown,Manhattan
2190,7882,96199858,2600,1.0,1,600,4,3.0,116,0,0,0,0,0,0,0,0,East Village,All Downtown,Manhattan
2196,6147,19335948,3400,1.0,1,693,3,6.0,15,1,0,0,0,0,0,0,0,Upper West Side,All Upper West Side,Manhattan
2199,5661,66457589,2700,1.0,1,586,7,18.0,28,0,0,0,1,0,0,0,0,Midtown East,All Midtown,Manhattan
2201,3695,38334655,5400,1.0,1,925,2,2.0,30,0,0,0,0,0,0,0,0,Greenwich Village,All Downtown,Manhattan
2203,4156,38566138,2500,1.0,1,605,11,6.0,50,1,1,0,1,1,1,0,0,Midtown East,All Midtown,Manhattan
