game_id,year_id,fran_id,opp_fran,game_location,is_playoffs,pts,opp_pts,game_result,forecast,point_diff
198904270NYK,1989,Knicks,Sixers,H,1,102,96,W,0.66204619,6
198904280DET,1989,Celtics,Pistons,A,1,91,101,L,0.13833505,-10
198904280SEA,1989,Thunder,Rockets,H,1,111,107,W,0.67652929,4
198904290NYK,1989,Knicks,Sixers,H,1,107,106,W,0.67424697,1
198904300DET,1989,Celtics,Pistons,A,1,95,102,L,0.13522339,-7
198904300SEA,1989,Thunder,Rockets,H,1,109,97,W,0.68580747,12
198905020BOS,1989,Celtics,Pistons,H,1,85,100,L,0.32627663,-15
198905020PHI,1989,Knicks,Sixers,A,1,116,115,W,0.40220129,1
198905030HOU,1989,Thunder,Rockets,A,1,107,126,L,0.42683959,-19
198905050HOU,1989,Thunder,Rockets,A,1,98,96,W,0.39078605,2
198905070LAL,1989,Thunder,Lakers,A,1,102,113,L,0.23996729,-11
198905090NYK,1989,Knicks,Bulls,H,1,109,120,L,0.65943313,-11
198905100LAL,1989,Thunder,Lakers,A,1,108,130,L,0.23053384,-22
198905110NYK,1989,Knicks,Bulls,H,1,114,97,W,0.61696035,17
198905120SEA,1989,Thunder,Lakers,H,1,86,91,L,0.46664479,-5
198905130CHI,1989,Knicks,Bulls,A,1,88,111,L,0.36506087,-23
198905140CHI,1989,Knicks,Bulls,A,1,93,106,L,0.33303344,-13
198905140SEA,1989,Thunder,Lakers,H,1,95,97,L,0.44822231,-2
198905160NYK,1989,Knicks,Bulls,H,1,121,114,W,0.5917263,7
198905190CHI,1989,Knicks,Bulls,A,1,111,113,L,0.3307094,-2
198911030BOS,1990,Celtics,Bucks,H,0,127,114,W,0.59522629,13
198911030DET,1990,Knicks,Pistons,A,0,103,106,L,0.16637176,-3
198911030MIA,1990,Nets,Heat,A,0,110,90,W,0.43676996,20
198911030SEA,1990,Thunder,Timberwolves,H,0,106,94,W,0.86521077,12
198911040CHI,1990,Celtics,Bulls,A,0,102,100,W,0.2933113,2
198911040NYK,1990,Knicks,Heat,H,0,119,99,W,0.88680393,20
198911040ORL,1990,Nets,Magic,A,0,111,106,W,0.46025628,5
198911040SAC,1990,Thunder,Kings,A,0,100,107,L,0.51173842,-7
198911040SAS,1990,Spurs,Lakers,H,0,106,98,W,0.24540709,8
198911060ORL,1990,Knicks,Magic,A,0,110,118,L,0.6991564,-8
198911070MIL,1990,Celtics,Bucks,A,0,100,106,L,0.33772117,-6
198911070NJN,1990,Nets,Heat,H,0,77,83,L,0.76468623,-6
198911070SEA,1990,Thunder,Pelicans,H,0,128,88,W,0.84599942,40
198911080SAS,1990,Spurs,Trailblazers,H,0,104,108,L,0.47763240000000007,-4
198911080WSB,1990,Celtics,Wizards,A,0,103,112,L,0.35455716,-9
198911090MIL,1990,Thunder,Bucks,A,0,154,155,L,0.33429503,-1
198911090NYK,1990,Knicks,Nets,H,0,107,105,W,0.81569171,2
198911090NYK,1990,Nets,Knicks,A,0,105,107,L,0.18430829,-2
198911100BOS,1990,Celtics,Hawks,H,0,117,106,W,0.59378672,11
198911100NJN,1990,Nets,Bulls,H,0,117,107,W,0.35111909999999996,10
198911100UTA,1990,Spurs,Jazz,A,0,92,106,L,0.16779304,-14
198911110CHI,1990,Thunder,Bulls,A,0,102,109,L,0.31449437,-7
198911110CLE,1990,Celtics,Cavaliers,A,0,101,104,L,0.31874073,-3
198911110LAC,1990,Knicks,Clippers,A,0,112,111,W,0.64214861,1
198911110SAS,1990,Spurs,Nuggets,H,0,122,108,W,0.44042751,14
198911120MIN,1990,Thunder,Timberwolves,A,0,108,97,W,0.65900469,11
198911140BOS,1990,Celtics,Sixers,H,0,96,94,W,0.63750839,2
198911140MIL,1990,Spurs,Bucks,A,0,97,108,L,0.17875957,-11
198911140NJN,1990,Nets,Cavaliers,H,0,92,103,L,0.39404517,-11
198911140POR,1990,Knicks,Trailblazers,A,0,117,118,L,0.42349982,-1
198911140SEA,1990,Thunder,Mavericks,H,0,109,113,L,0.74796349,-4
198911150BOS,1990,Nets,Celtics,A,0,92,126,L,0.19365501,-34
198911150BOS,1990,Celtics,Nets,H,0,126,92,W,0.80634499,34
198911150MIN,1990,Spurs,Timberwolves,A,0,86,76,W,0.44490737,10
198911160SAC,1990,Knicks,Kings,A,0,121,102,W,0.51776946,19
198911160SEA,1990,Thunder,Wizards,H,0,111,98,W,0.6194221999999999,13
198911170BOS,1990,Celtics,Timberwolves,H,0,116,99,W,0.87414604,17
198911170PHI,1990,Spurs,Sixers,A,0,101,108,L,0.19888616,-7
198911180DET,1990,Celtics,Pistons,A,0,86,103,L,0.18477917,-17
198911180NJN,1990,Spurs,Nets,A,0,110,95,W,0.37213117,15
198911180NJN,1990,Nets,Spurs,H,0,95,110,L,0.62786883,-15
198911180NYK,1990,Knicks,Timberwolves,H,0,111,96,W,0.88432425,15
198911180SEA,1990,Thunder,Bulls,H,0,119,110,W,0.58340228,9
198911190POR,1990,Thunder,Trailblazers,A,0,109,119,L,0.41481906,-10
198911210IND,1990,Celtics,Pacers,A,0,111,119,L,0.38208771,-8
198911210NYK,1990,Knicks,Rockets,H,0,114,106,W,0.67464793,8
198911210SAS,1990,Spurs,Suns,H,0,107,98,W,0.32060759999999994,9
198911210SEA,1990,Nets,Thunder,A,0,84,114,L,0.17015016,-30
198911210SEA,1990,Thunder,Nets,H,0,114,84,W,0.82984984,30
198911220BOS,1990,Celtics,Rockets,H,0,109,97,W,0.65032011,12
198911220CLE,1990,Knicks,Cavaliers,A,0,85,97,L,0.32628006,-12
198911220LAC,1990,Nets,Clippers,A,0,97,106,L,0.37987125,-9
198911240BOS,1990,Celtics,Pacers,H,0,111,118,L,0.6544928000000001,-7
198911240DEN,1990,Thunder,Nuggets,A,0,109,122,L,0.39138377,-13
198911240LAC,1990,Spurs,Clippers,A,0,90,89,W,0.46322274,1
198911240POR,1990,Nets,Trailblazers,A,0,99,125,L,0.17129135,-26
198911250ATL,1990,Celtics,Hawks,A,0,100,108,L,0.30058873,-8
198911250DAL,1990,Thunder,Mavericks,A,0,117,70,W,0.45674359999999997,47
198911250NYK,1990,Knicks,Bucks,H,0,125,108,W,0.64477569,17
198911250SAC,1990,Nets,Kings,A,0,98,112,L,0.28528351,-14
198911260LAL,1990,Spurs,Lakers,A,0,112,132,L,0.11791897,-20
198911270NYK,1990,Knicks,Pelicans,H,0,119,108,W,0.88177788,11
198911270UTA,1990,Nets,Jazz,A,0,68,105,L,0.16230005,-37
198911280SAS,1990,Spurs,Thunder,H,0,117,104,W,0.43631071,13
198911280SAS,1990,Thunder,Spurs,A,0,104,117,L,0.56368929,-13
198911290GSW,1990,Knicks,Warriors,A,0,129,111,W,0.54881299,18
198911290NJN,1990,Celtics,Nets,A,0,118,95,W,0.63442934,23
198911290NJN,1990,Nets,Celtics,H,0,95,118,L,0.36557066,-23
198911300SAS,1990,Spurs,Mavericks,H,0,93,89,W,0.64202088,4
198911300SEA,1990,Knicks,Thunder,A,0,122,127,L,0.39956206,-5
198911300SEA,1990,Thunder,Knicks,H,0,127,122,W,0.60043794,5
198912010BOS,1990,Celtics,Cavaliers,H,0,102,89,W,0.61128622,13
198912010NJN,1990,Nets,Heat,H,0,101,77,W,0.66670942,24
198912020PHO,1990,Knicks,Suns,A,0,122,112,W,0.31981575,10
198912020SAS,1990,Spurs,Pelicans,H,0,118,110,W,0.79361475,8
198912020SEA,1990,Thunder,Pistons,H,0,120,95,W,0.42985934,25
198912030LAL,1990,Knicks,Lakers,A,0,104,115,L,0.27410418,-11
198912050CHH,1990,Celtics,Pelicans,A,0,114,101,W,0.69372511,13
198912050MIN,1990,Nets,Timberwolves,A,0,90,92,L,0.34050894,-2
198912050NYK,1990,Knicks,Sixers,H,0,110,103,W,0.69268799,7
198912050SEA,1990,Thunder,Rockets,H,0,133,123,W,0.69107926,10
198912060BOS,1990,Celtics,Knicks,H,0,113,98,W,0.58683044,15
198912060BOS,1990,Knicks,Celtics,A,0,98,113,L,0.41316956,-15
198912060SAS,1990,Spurs,Warriors,H,0,121,119,W,0.67996871,2
198912080BOS,1990,Celtics,Nuggets,H,0,102,103,L,0.6771602,-1
198912080DAL,1990,Spurs,Mavericks,A,0,99,93,W,0.36009997,6
198912080HOU,1990,Nets,Rockets,A,0,99,94,W,0.14363551,5
198912090NYK,1990,Knicks,Celtics,H,0,124,92,W,0.6711545,32
198912090NYK,1990,Celtics,Knicks,A,0,92,124,L,0.3288455,-32
198912090SAS,1990,Spurs,Nets,H,0,109,92,W,0.77689242,17
198912090SAS,1990,Nets,Spurs,A,0,92,109,L,0.22310758,-17
198912090SEA,1990,Thunder,Clippers,H,0,104,100,W,0.85010839,4
198912120ATL,1990,Spurs,Hawks,A,0,94,102,L,0.19975322,-8
198912120NJN,1990,Nets,Sixers,H,0,97,82,W,0.34941965,15
198912130BOS,1990,Thunder,Celtics,A,0,97,109,L,0.42094308,-12
198912130BOS,1990,Celtics,Thunder,H,0,109,97,W,0.57905692,12
198912140NJN,1990,Nets,Pacers,H,0,78,102,L,0.35663304,-24
198912140SAS,1990,Spurs,Rockets,H,0,104,100,W,0.54620844,4
198912150ATL,1990,Knicks,Hawks,A,0,113,109,W,0.35533154,4
198912150BOS,1990,Celtics,Lakers,H,0,110,119,L,0.48722747,-9
198912150CLE,1990,Thunder,Cavaliers,A,0,101,120,L,0.48079956,-19
198912160NJN,1990,Nets,Lakers,H,0,92,99,L,0.21129778,-7
198912160NYK,1990,Knicks,Thunder,H,0,118,97,W,0.69132268,21
198912160NYK,1990,Thunder,Knicks,A,0,97,118,L,0.30867732,-21
198912160SAS,1990,Spurs,Magic,H,0,125,116,W,0.76277322,9
198912190DET,1990,Thunder,Pistons,A,0,77,94,L,0.23340017,-17
198912190MIA,1990,Nets,Heat,A,0,100,98,W,0.40174943,2
198912190MIL,1990,Celtics,Bucks,A,0,95,86,W,0.40701145,9
198912190NYK,1990,Knicks,Jazz,H,0,115,107,W,0.70705897,8
198912200BOS,1990,Celtics,Jazz,H,0,113,109,W,0.64045489,4
198912200NJN,1990,Nets,Mavericks,H,0,78,84,L,0.50498301,-6
198912200SAS,1990,Spurs,Kings,H,0,103,100,W,0.76475251,3
198912210SEA,1990,Thunder,Trailblazers,H,0,123,102,W,0.6247378,21
198912220BOS,1990,Celtics,Sixers,H,0,88,89,L,0.68572026,-1
198912220NJN,1990,Nets,Pistons,H,0,90,96,L,0.21104214,-6
198912220PHO,1990,Spurs,Suns,A,0,119,115,W,0.22637093,4
198912220WSB,1990,Knicks,Wizards,A,0,122,112,W,0.48987174,10
198912230NYK,1990,Knicks,Nets,H,0,94,85,W,0.90602529,9
198912230NYK,1990,Nets,Knicks,A,0,85,94,L,0.09397471,-9
198912230SAS,1990,Spurs,Jazz,H,0,115,98,W,0.53792059,17
198912230SEA,1990,Thunder,Pacers,H,0,95,98,L,0.6943897,-3
198912260CHH,1990,Spurs,Pelicans,A,0,107,82,W,0.6603685,25
198912260LAC,1990,Celtics,Clippers,A,0,112,111,W,0.55208808,1
198912260MIA,1990,Knicks,Heat,A,0,100,94,W,0.80111599,6
198912260NJN,1990,Nets,Wizards,H,0,101,94,W,0.38578981,7
198912270SAC,1990,Celtics,Kings,A,0,115,112,W,0.64302492,3
198912270SEA,1990,Thunder,Sixers,H,0,110,106,W,0.6476961999999999,4
198912270WSB,1990,Spurs,Wizards,A,0,107,97,W,0.36776334,10
198912280NJN,1990,Knicks,Nets,A,0,106,104,W,0.74687254,2
198912280NJN,1990,Nets,Knicks,H,0,104,106,L,0.25312746,-2
198912290CHI,1990,Spurs,Bulls,A,0,97,101,L,0.27196223,-4
198912290SEA,1990,Thunder,Celtics,H,0,89,96,L,0.6331169,-7
198912290SEA,1990,Celtics,Thunder,A,0,96,89,W,0.36688309999999996,7
198912300DET,1990,Nets,Pistons,A,0,106,117,L,0.085737824,-11
198912300NYK,1990,Knicks,Magic,H,0,113,107,W,0.90462905,6
199001020NYK,1990,Knicks,Suns,H,0,99,113,L,0.70882988,-14
199001020WSB,1990,Nets,Wizards,A,0,96,110,L,0.19963253,-14
199001030BOS,1990,Celtics,Wizards,H,0,120,101,W,0.74455446,19
199001030NJN,1990,Nets,Bucks,H,0,96,110,L,0.35783753,-14
199001030SAS,1990,Spurs,Sixers,H,0,103,94,W,0.62079298,9
199001030SEA,1990,Thunder,Jazz,H,0,108,119,L,0.63768995,-11
199001040NYK,1990,Knicks,Hawks,H,0,100,95,W,0.70157963,5
199001050BOS,1990,Celtics,Clippers,H,0,105,114,L,0.808882,-9
199001050SEA,1990,Thunder,Heat,H,0,140,110,W,0.88443893,30
199001060ATL,1990,Nets,Hawks,A,0,96,105,L,0.12723386,-9
199001060DET,1990,Knicks,Pistons,A,0,106,117,L,0.30160964,-11
199001060SAS,1990,Spurs,Timberwolves,H,0,109,96,W,0.86373448,13
199001060SEA,1990,Thunder,Suns,H,0,120,110,W,0.5364725,10
199001060WSB,1990,Celtics,Wizards,A,0,102,88,W,0.48350024,14
199001070NJN,1990,Nets,Hawks,H,0,98,93,W,0.31070095,5
199001070NYK,1990,Knicks,Clippers,H,0,110,109,W,0.82074887,1
199001080DAL,1990,Thunder,Mavericks,A,0,96,110,L,0.48699874,-14
199001080ORL,1990,Spurs,Magic,A,0,102,111,L,0.6408118,-9
199001090HOU,1990,Thunder,Rockets,A,0,90,97,L,0.43907821,-7
199001090MIA,1990,Spurs,Heat,A,0,107,102,W,0.6996851,5
199001090NJN,1990,Celtics,Nets,A,0,78,87,L,0.68626606,-9
199001090NJN,1990,Nets,Celtics,H,0,87,78,W,0.31373394,9
199001090NYK,1990,Knicks,Wizards,H,0,131,127,W,0.81378192,4
199001100BOS,1990,Celtics,Pistons,H,0,104,97,W,0.47482413,7
199001100PHI,1990,Knicks,Sixers,A,0,111,113,L,0.45506173,-2
199001110NJN,1990,Nets,Pelicans,H,0,109,101,W,0.71108401,8
199001110SEA,1990,Thunder,Mavericks,H,0,98,87,W,0.71824646,11
199001120BOS,1990,Celtics,Spurs,H,0,90,97,L,0.69979733,-7
199001120BOS,1990,Spurs,Celtics,A,0,97,90,W,0.30020267,7
199001120IND,1990,Knicks,Pacers,A,0,101,96,W,0.49742711,5
199001130CLE,1990,Nets,Cavaliers,A,0,96,98,L,0.21168357,-2
199001130MIA,1990,Celtics,Heat,A,0,105,96,W,0.75534308,9
199001130NYK,1990,Spurs,Knicks,A,0,101,107,L,0.25603461,-6
199001130NYK,1990,Knicks,Spurs,H,0,107,101,W,0.74396539,6
199001130SEA,1990,Thunder,Hawks,H,0,113,106,W,0.62440675,7
199001140NJN,1990,Nets,Trailblazers,H,0,90,99,L,0.34436256,-9
199001150CLE,1990,Spurs,Cavaliers,A,0,89,92,L,0.41873753,-3
199001150NYK,1990,Knicks,Bulls,H,0,109,106,W,0.66923416,3
199001150SEA,1990,Thunder,Rockets,H,0,105,101,W,0.70579565,4
199001170LAL,1990,Thunder,Lakers,A,0,90,100,L,0.20420033,-10
199001170NJN,1990,Nets,Wizards,H,0,115,106,W,0.52891988,9
199001170ORL,1990,Celtics,Magic,A,0,133,111,W,0.67455524,22
199001170SAS,1990,Knicks,Spurs,A,0,97,101,L,0.50006461,-4
199001170SAS,1990,Spurs,Knicks,H,0,101,97,W,0.49993536,4
199001180LAC,1990,Thunder,Clippers,A,0,95,105,L,0.43845993,-10
199001190BOS,1990,Celtics,Pacers,H,0,109,104,W,0.71226215,5
199001190DAL,1990,Knicks,Mavericks,A,0,103,117,L,0.62905538,-14
199001190ORL,1990,Nets,Magic,A,0,105,120,L,0.41037685,-15
199001190SAS,1990,Spurs,Cavaliers,H,0,104,101,W,0.70007962,3
199001200DEN,1990,Spurs,Nuggets,A,0,99,126,L,0.39573973,-27
199001200PHI,1990,Nets,Sixers,A,0,98,108,L,0.14136064,-10
199001200PHO,1990,Thunder,Suns,A,0,98,117,L,0.23474991,-19
199001210BOS,1990,Celtics,Warriors,H,0,115,120,L,0.75832689,-5
199001210CHI,1990,Knicks,Bulls,A,0,109,117,L,0.34504938,-8
199001220SAS,1990,Spurs,Wizards,H,0,124,115,W,0.77258813,9
199001230NYK,1990,Knicks,Lakers,H,0,97,118,L,0.51263702,-21
199001240BOS,1990,Celtics,Heat,H,0,116,95,W,0.90071332,21
199001240SAS,1990,Spurs,Clippers,H,0,106,98,W,0.71754104,8
199001240SEA,1990,Thunder,Bucks,H,0,112,119,L,0.58027464,-7
199001250NJN,1990,Nets,Magic,H,0,112,117,L,0.67137873,-5
199001250UTA,1990,Knicks,Jazz,A,0,89,115,L,0.33715087,-26
199001250WSB,1990,Celtics,Wizards,A,0,98,99,L,0.59687132,-1
199001260GSW,1990,Thunder,Warriors,A,0,102,114,L,0.41813493,-12
199001260POR,1990,Spurs,Trailblazers,A,0,103,109,L,0.27901620000000005,-6
199001270CHI,1990,Nets,Bulls,A,0,107,110,L,0.11098206,-3
199001270DEN,1990,Knicks,Nuggets,A,0,110,96,W,0.43091416,14
199001270SEA,1990,Spurs,Thunder,A,0,98,109,L,0.3938244,-11
199001270SEA,1990,Thunder,Spurs,H,0,109,98,W,0.6061755999999999,11
199001280BOS,1990,Celtics,Suns,H,0,126,118,W,0.50852495,8
199001290DAL,1990,Nets,Mavericks,A,0,88,108,L,0.19354934,-20
199001290LAL,1990,Spurs,Lakers,A,0,86,84,W,0.15203899,2
199001300PHO,1990,Nets,Suns,A,0,95,120,L,0.084707916,-25
199001310BOS,1990,Knicks,Celtics,A,0,91,97,L,0.38153511,-6
199001310BOS,1990,Celtics,Knicks,H,0,97,91,W,0.61846489,6
199001310MIN,1990,Thunder,Timberwolves,A,0,82,110,L,0.6487509,-28
199001310SAS,1990,Spurs,Pelicans,H,0,129,95,W,0.88556343,34
199002010DEN,1990,Nets,Nuggets,A,0,112,123,L,0.17156494,-11
199002010NYK,1990,Knicks,Kings,H,0,96,89,W,0.83927923,7
199002020CHH,1990,Spurs,Pelicans,A,0,118,107,W,0.71992069,11
199002020GSW,1990,Nets,Warriors,A,0,109,128,L,0.18255734,-19
199002020IND,1990,Thunder,Pacers,A,0,87,86,W,0.37794983,1
199002020MIN,1990,Celtics,Timberwolves,A,0,105,116,L,0.69222856,-11
199002030NYK,1990,Knicks,Pacers,H,0,112,98,W,0.77943796,14
199002030SAS,1990,Spurs,Bulls,H,0,112,111,W,0.58033574,1
199002030WSB,1990,Thunder,Wizards,A,0,94,92,W,0.47944796,2
199002040BOS,1990,Celtics,Kings,H,0,121,89,W,0.82839763,32
199002040LAL,1990,Nets,Lakers,A,0,105,121,L,0.064611495,-16
199002050CHH,1990,Thunder,Pelicans,A,0,101,100,W,0.67465115,1
199002050NYK,1990,Knicks,Heat,H,0,116,107,W,0.90173727,9
199002060BOS,1990,Celtics,Bucks,H,0,106,119,L,0.659284,-13
199002060ORL,1990,Knicks,Magic,A,0,117,110,W,0.70797336,7
199002060SAS,1990,Spurs,Hawks,H,0,105,94,W,0.69879633,11
199002070BOS,1990,Celtics,Pelicans,H,0,146,125,W,0.90082777,21
199002070NJN,1990,Nets,Jazz,H,0,101,108,L,0.26078016,-7
199002070SEA,1990,Thunder,Suns,H,0,124,128,L,0.41441929,-4
199002080NYK,1990,Knicks,Warriors,H,0,122,118,W,0.7512123,4
199002080SAS,1990,Spurs,Pacers,H,0,100,105,L,0.73455173,-5
199002130ATL,1990,Knicks,Hawks,A,0,114,109,W,0.49576497,5
199002130DAL,1990,Spurs,Mavericks,A,0,96,103,L,0.41458148,-7
199002130HOU,1990,Celtics,Rockets,A,0,107,94,W,0.43126261,13
199002130SEA,1990,Thunder,Trailblazers,H,0,106,110,L,0.45948130000000004,-4
199002140PHI,1990,Nets,Sixers,A,0,112,122,L,0.093407154,-10
199002140SAS,1990,Spurs,Celtics,H,0,95,106,L,0.59581667,-11
199002140SAS,1990,Celtics,Spurs,A,0,106,95,W,0.40418333,11
199002150HOU,1990,Knicks,Rockets,A,0,105,124,L,0.52889711,-19
199002150NJN,1990,Nets,Thunder,H,0,92,103,L,0.40255496,-11
199002150NJN,1990,Thunder,Nets,A,0,103,92,W,0.59744501,11
199002160PHI,1990,Thunder,Sixers,A,0,96,100,L,0.2191149,-4
199002160POR,1990,Celtics,Trailblazers,A,0,101,120,L,0.28837681,-19
199002160SAS,1990,Spurs,Jazz,H,0,100,86,W,0.51521266,14
199002170HOU,1990,Spurs,Rockets,A,0,104,102,W,0.40037698,2
199002170NJN,1990,Nets,Nuggets,H,0,117,126,L,0.37448761,-9
199002170NYK,1990,Knicks,Cavaliers,H,0,119,108,W,0.7591784,11
199002180CHH,1990,Thunder,Pelicans,A,0,85,70,W,0.67900658,15
199002180LAL,1990,Celtics,Lakers,A,0,110,116,L,0.21723306,-6
199002200MIL,1990,Nets,Bucks,A,0,102,110,L,0.12268454,-8
199002200ORL,1990,Thunder,Magic,A,0,117,102,W,0.58066082,15
199002200PHO,1990,Celtics,Suns,A,0,99,120,L,0.21474189,-21
199002200SAS,1990,Spurs,Lakers,H,0,114,115,L,0.41554368,-1
199002210MIA,1990,Thunder,Heat,A,0,92,85,W,0.68966007,7
199002210NJN,1990,Nets,Timberwolves,H,0,95,93,W,0.54312772,2
199002210UTA,1990,Celtics,Jazz,A,0,103,116,L,0.30344182,-13
199002220WSB,1990,Knicks,Wizards,A,0,119,110,W,0.57616222,9
199002230GSW,1990,Celtics,Warriors,A,0,123,111,W,0.46507496,12
199002230MIA,1990,Knicks,Heat,A,0,121,128,L,0.79269397,-7
199002230NJN,1990,Nets,Rockets,H,0,115,125,L,0.38712972,-10
199002230SAS,1990,Spurs,Timberwolves,H,0,105,95,W,0.82413638,10
199002230SEA,1990,Thunder,Kings,H,0,97,85,W,0.79099369,12
199002250DEN,1990,Celtics,Nuggets,A,0,115,107,W,0.44066286,8
199002250LAC,1990,Spurs,Clippers,A,0,107,106,W,0.56236207,1
199002250NJN,1990,Nets,Bulls,H,0,106,107,L,0.24407159,-1
199002250NYK,1990,Knicks,Pistons,H,0,87,98,L,0.46744537,-11
199002250SEA,1990,Thunder,Warriors,H,0,110,102,W,0.70602483,8
199002260SAC,1990,Spurs,Kings,A,0,105,96,W,0.58658934,9
199002270IND,1990,Nets,Pacers,A,0,113,118,L,0.16181552,-5
199002270LAC,1990,Thunder,Clippers,A,0,99,103,L,0.5484760999999999,-4
199002270NYK,1990,Knicks,Mavericks,H,0,110,87,W,0.68703806,23
199002280BOS,1990,Celtics,Mavericks,H,0,111,98,W,0.70567018,13
199002280GSW,1990,Spurs,Warriors,A,0,135,144,L,0.47986799,-9
199002280SEA,1990,Thunder,Lakers,H,0,107,112,L,0.38315272,-5
199003010NYK,1990,Knicks,Sixers,H,0,100,105,L,0.60752267,-5
199003020CHI,1990,Nets,Bulls,A,0,91,112,L,0.087400973,-21
199003020MIA,1990,Celtics,Heat,A,0,122,110,W,0.7499361,12
199003020SAS,1990,Spurs,Warriors,H,0,131,115,W,0.7239939000000001,16
199003020SEA,1990,Thunder,Timberwolves,H,0,99,83,W,0.80046368,16
199003030MIL,1990,Knicks,Bucks,A,0,106,105,W,0.41099983,1
199003030NJN,1990,Nets,Hawks,H,0,114,109,W,0.34819320000000004,5
199003030POR,1990,Thunder,Trailblazers,A,0,98,110,L,0.25286704,-12
199003030UTA,1990,Spurs,Jazz,A,0,98,112,L,0.24905324,-14
199003040BOS,1990,Celtics,Bulls,H,0,114,118,L,0.62259388,-4
199003050NJN,1990,Nets,Kings,H,0,128,111,W,0.53715307,17
199003050SAS,1990,Spurs,Rockets,H,0,105,109,L,0.68276602,-4
199003060NYK,1990,Knicks,Trailblazers,H,0,100,112,L,0.5990966,-12
199003060SEA,1990,Thunder,Cavaliers,H,0,95,90,W,0.68367153,5
199003070BOS,1990,Celtics,Trailblazers,H,0,117,130,L,0.58136374,-13
199003070NJN,1990,Nets,Clippers,H,0,115,119,L,0.53487855,-4
199003070PHI,1990,Knicks,Sixers,A,0,93,110,L,0.29213779999999995,-17
199003080HOU,1990,Thunder,Rockets,A,0,97,111,L,0.33198726,-14
199003090ATL,1990,Thunder,Hawks,A,0,97,107,L,0.38790159999999996,-10
199003090BOS,1990,Celtics,Wizards,H,0,108,115,L,0.81011599,-7
199003090NJN,1990,Nets,Pistons,H,0,95,99,L,0.13669498,-4
199003100NYK,1990,Nets,Knicks,A,0,91,110,L,0.11706883,-19
199003100NYK,1990,Knicks,Nets,H,0,110,91,W,0.88293117,19
199003100SAS,1990,Spurs,Nuggets,H,0,118,111,W,0.64757353,7
199003110BOS,1990,Celtics,Sixers,H,0,107,105,W,0.54575956,2
199003110MIA,1990,Knicks,Heat,A,0,106,90,W,0.70702523,16
199003120MIN,1990,Spurs,Timberwolves,A,0,92,88,W,0.60253698,4
199003120NJN,1990,Nets,Bucks,H,0,104,109,L,0.37060556,-5
199003120SEA,1990,Thunder,Magic,H,0,130,105,W,0.86327225,25
199003130ATL,1990,Celtics,Hawks,A,0,112,100,W,0.45022833,12
199003130IND,1990,Spurs,Pacers,A,0,103,102,W,0.46005899,1
199003130NYK,1990,Knicks,Bulls,H,0,108,111,L,0.57124591,-3
199003140DAL,1990,Celtics,Mavericks,A,0,102,113,L,0.44613725,-11
199003140SEA,1990,Thunder,Pelicans,H,0,103,100,W,0.89257443,3
199003150DET,1990,Spurs,Pistons,A,0,98,110,L,0.16213924,-12
199003150MIN,1990,Knicks,Timberwolves,A,0,82,102,L,0.64231098,-20
199003150UTA,1990,Thunder,Jazz,A,0,95,117,L,0.19843322,-22
199003160ORL,1990,Celtics,Magic,A,0,130,127,W,0.74193513,3
199003160PHI,1990,Nets,Sixers,A,0,110,119,L,0.08801204,-9
199003170NYK,1990,Knicks,Bucks,H,0,111,123,L,0.68423748,-12
199003170SAS,1990,Spurs,Heat,H,0,111,98,W,0.87823707,13
199003180BOS,1990,Celtics,Nets,H,0,122,106,W,0.88981408,16
199003180BOS,1990,Nets,Celtics,A,0,106,122,L,0.11018592,-16
199003180GSW,1990,Thunder,Warriors,A,0,121,116,W,0.38853997,5
199003190NJN,1990,Nets,Sixers,H,0,94,108,L,0.23351924,-14
199003190PHO,1990,Spurs,Suns,A,0,113,102,W,0.16790187,11
199003200NYK,1990,Knicks,Magic,H,0,118,121,L,0.8861174,-3
199003200SEA,1990,Thunder,Spurs,H,0,106,128,L,0.55780339,-22
199003200SEA,1990,Spurs,Thunder,A,0,128,106,W,0.44219661,22
199003210BOS,1990,Celtics,Cavaliers,H,0,123,114,W,0.68825966,9
199003210WSB,1990,Nets,Wizards,A,0,106,136,L,0.23265791,-30
199003220SAS,1990,Spurs,Trailblazers,H,0,107,106,W,0.52121472,1
199003220SEA,1990,Thunder,Nuggets,H,0,125,118,W,0.60459292,7
199003230BOS,1990,Celtics,Hawks,H,0,101,98,W,0.74183923,3
199003230CHH,1990,Knicks,Pelicans,A,0,93,106,L,0.68619061,-13
199003230IND,1990,Nets,Pacers,A,0,109,125,L,0.15734428,-16
199003240CLE,1990,Nets,Cavaliers,A,0,108,115,L,0.12458825,-7
199003240NYK,1990,Celtics,Knicks,A,0,115,110,W,0.47572190000000003,5
199003240NYK,1990,Knicks,Celtics,H,0,110,115,L,0.5242781,-5
199003240PHO,1990,Thunder,Suns,A,0,95,121,L,0.15627706,-26
199003240SAS,1990,Spurs,Pistons,H,0,105,98,W,0.41055810000000004,7
199003250LAL,1990,Thunder,Lakers,A,0,94,116,L,0.15410537,-22
199003260CHH,1990,Nets,Pelicans,A,0,83,97,L,0.34629083,-14
199003260HOU,1990,Spurs,Rockets,A,0,95,113,L,0.48229605,-18
199003270IND,1990,Celtics,Pacers,A,0,96,101,L,0.50275052,-5
199003270NYK,1990,Knicks,Wizards,H,0,119,100,W,0.73511147,19
199003270SAS,1990,Spurs,Thunder,H,0,115,103,W,0.76269782,12
