Class,Cap Shape,Cap Surface,Cap Color,Bruises,Odor,Gill Attachment,Gill Spacing,Gill Size,Gill Color,Stalk Shape,Stalk Root,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Type,Veil Color,Ring Number,Ring Type,Spore Print Color,Population,Habitat
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Fibrous,Brown,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Paths
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Scaly,Gray,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Flat,Fibrous,Yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Paths
Edible,Convex,Scaly,Brown,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Creosote,Free,Crowded,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Smooth,White,FALSE,Creosote,Free,Crowded,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Smooth,White,FALSE,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Smooth,Gray,FALSE,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Pink,FALSE,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Smooth,Pink,FALSE,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Smooth,Pink,FALSE,Creosote,Free,Crowded,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Poisonous,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Convex,Fibrous,Gray,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Woods
Edible,Convex,Scaly,Brown,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,White,FALSE,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Smooth,White,FALSE,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Smooth,White,FALSE,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,Partial,White,One,Large,Chocolate,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Several,Paths
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Grasses
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Convex,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Smooth,Pink,FALSE,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Smooth,White,FALSE,Creosote,Free,Crowded,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,White,FALSE,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Scaly,Brown,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Black,Several,Woods
Edible,Convex,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Woods
Poisonous,Convex,Fibrous,White,FALSE,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,White,FALSE,Creosote,Free,Crowded,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Smooth,Gray,FALSE,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Edible,Convex,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Woods
Poisonous,Convex,Smooth,Gray,FALSE,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Pink,FALSE,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Smooth,Pink,FALSE,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Scattered,Woods
Poisonous,Convex,Smooth,Gray,FALSE,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Creosote,Free,Crowded,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Smooth,White,FALSE,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Scattered,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Woods
Poisonous,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,White,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
Poisonous,Flat,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
Edible,Flat,Fibrous,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,Partial,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,White,FALSE,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Gray,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,FALSE,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
Poisonous,Convex,Scaly,Yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Woods
Poisonous,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Solitary,Paths
Poisonous,Convex,Fibrous,Yellow,FALSE,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
Poisonous,Convex,Fibrous,White,FALSE,Creosote,Free,Crowded,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Scaly,Yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
Poisonous,Convex,Scaly,Yellow,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Pink,Partial,White,One,Large,Chocolate,Several,Woods
Poisonous,Convex,Fibrous,Yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Several,Paths
Poisonous,Flat,Fibrous,Yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,Partial,White,One,Large,Chocolate,Several,Woods
Poisonous,Flat,Fibrous,Yellow,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,Partial,White,One,Large,Chocolate,Solitary,Woods
Edible,Flat,Scaly,Gray,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Brown,Partial,White,One,Large,Chocolate,Solitary,Grasses
Poisonous,Flat,Fibrous,Yellow,FALSE,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Solitary,Paths
Poisonous,Flat,Fibrous,Yellow,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,Partial,White,One,Large,Chocolate,Solitary,Grasses
Edible,Convex,Fibrous,Gray,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,Partial,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Brown,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,Partial,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,Partial,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Scaly,Yellow,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Pink,Partial,White,One,Large,Chocolate,Several,Grasses
Poisonous,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Buff,Buff,Partial,White,One,Large,Chocolate,Several,Grasses
Poisonous,Flat,Scaly,Gray,FALSE,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,Partial,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Scaly,Red,TRUE,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,Partial,White,One,Pendant,Black,Solitary,Woods
