page_name,timestamp,user_id,utm_campaign,utm_source
4 - purchase,2018-01-29 07:31,63400,retargetting-ad,facebook
1 - landing_page,2018-01-16 12:21,63403,cool-tshirts-search,google
2 - shopping_cart,2018-01-16 16:27,63403,cool-tshirts-search,google
3 - checkout,2018-01-19 00:19,63403,weekly-newsletter,email
1 - landing_page,2018-01-04 01:10,63452,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-04 04:33,63452,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-08 18:33,63452,retargetting-campaign,email
4 - purchase,2018-01-08 18:43,63452,retargetting-campaign,email
1 - landing_page,2018-01-14 19:28,63463,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-14 20:50,63463,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-16 03:14,63463,weekly-newsletter,email
4 - purchase,2018-01-16 03:15,63463,weekly-newsletter,email
1 - landing_page,2018-01-23 02:38,63710,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-23 05:31,63710,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-27 10:07,63710,weekly-newsletter,email
1 - landing_page,2018-01-10 12:59,63745,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-10 14:58,63745,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-19 12:00,63763,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-19 16:51,63763,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-21 15:43,63763,retargetting-ad,facebook
4 - purchase,2018-01-21 15:43,63763,retargetting-ad,facebook
1 - landing_page,2018-01-08 01:40,63773,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-08 04:05,63773,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-25 01:59,63813,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-25 06:26,63813,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-29 05:23,63813,weekly-newsletter,email
1 - landing_page,2018-01-27 19:41,63865,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 23:54,63865,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-01 03:12,63865,weekly-newsletter,email
1 - landing_page,2018-01-12 01:46,63994,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-12 06:15,63994,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-05 17:20,64035,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-05 22:11,64035,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-19 02:55,64043,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-19 04:43,64043,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-21 22:36,64043,weekly-newsletter,email
4 - purchase,2018-01-21 22:50,64043,weekly-newsletter,email
1 - landing_page,2018-01-29 03:03,64079,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-29 06:14,64079,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-02 15:51,64079,paid-search,google
4 - purchase,2018-02-02 16:02,64079,paid-search,google
1 - landing_page,2018-01-01 07:12,64097,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-01 10:16,64097,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-05 00:58,64097,retargetting-ad,facebook
1 - landing_page,2018-01-24 13:16,64115,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-24 13:29,64115,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-25 18:41,64115,weekly-newsletter,email
1 - landing_page,2018-01-10 00:58,64153,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-10 02:49,64153,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-11 19:02,64153,retargetting-ad,facebook
1 - landing_page,2018-01-14 14:11,64301,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-14 19:00,64301,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-16 19:22,64301,weekly-newsletter,email
1 - landing_page,2018-01-17 18:42,64303,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-17 21:33,64303,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-22 07:52,64303,retargetting-campaign,email
4 - purchase,2018-01-22 07:55,64303,retargetting-campaign,email
1 - landing_page,2018-01-25 02:18,64313,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-25 04:58,64313,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-30 09:28,64411,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-30 11:08,64411,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-30 11:37,64411,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-10 11:11,64454,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-10 13:25,64454,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-15 11:02,64484,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-15 14:56,64484,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-02 06:07,64507,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-02 10:14,64507,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-21 05:32,64610,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-21 07:33,64610,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-16 18:07,64634,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-16 20:44,64634,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-23 14:38,64706,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-23 18:05,64706,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-26 19:24,64706,retargetting-ad,facebook
1 - landing_page,2018-01-15 18:32,64816,cool-tshirts-search,google
2 - shopping_cart,2018-01-15 18:37,64816,cool-tshirts-search,google
3 - checkout,2018-01-18 10:47,64816,retargetting-ad,facebook
1 - landing_page,2018-01-07 14:40,64821,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-07 17:43,64821,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-09 15:25,64821,weekly-newsletter,email
1 - landing_page,2018-01-30 21:06,64899,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-30 22:27,64899,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-02-03 05:19,64899,retargetting-campaign,email
1 - landing_page,2018-01-02 09:35,64938,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-02 11:39,64938,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-04 23:40,64938,weekly-newsletter,email
1 - landing_page,2018-01-05 22:22,64949,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-06 00:52,64949,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-07 08:04,64949,weekly-newsletter,email
1 - landing_page,2018-01-15 19:48,64984,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-15 21:11,64984,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-18 17:19,64984,retargetting-ad,facebook
1 - landing_page,2018-01-13 15:17,65010,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-26 07:09,65022,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-02 01:36,65035,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-02 03:05,65035,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-06 05:45,65035,retargetting-ad,facebook
1 - landing_page,2018-01-12 07:37,65063,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-12 09:18,65063,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-13 21:23,65063,paid-search,google
4 - purchase,2018-01-13 21:23,65063,paid-search,google
1 - landing_page,2018-01-24 20:12,65067,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-24 23:13,65067,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-29 23:09,65067,retargetting-campaign,email
1 - landing_page,2018-01-24 11:15,65073,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-24 16:06,65073,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-28 17:40,65073,weekly-newsletter,email
1 - landing_page,2018-01-09 16:11,65079,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-09 19:43,65079,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-14 10:43,65079,retargetting-ad,facebook
4 - purchase,2018-01-14 10:52,65079,retargetting-ad,facebook
1 - landing_page,2018-01-07 05:33,65100,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-07 06:20,65100,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-30 16:09,65109,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-30 17:46,65109,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-30 13:37,65166,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-30 15:36,65166,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-31 16:17,65166,paid-search,google
4 - purchase,2018-01-31 16:18,65166,paid-search,google
1 - landing_page,2018-01-13 11:09,65179,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-13 13:31,65179,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-17 20:09,65179,retargetting-campaign,email
1 - landing_page,2018-01-05 00:26,65240,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-05 03:22,65240,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-07 18:44,65240,retargetting-campaign,email
1 - landing_page,2018-01-12 23:14,65334,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-12 23:41,65334,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-17 16:19,65334,retargetting-ad,facebook
1 - landing_page,2018-01-23 10:11,65390,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-23 10:56,65390,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-25 15:29,65390,retargetting-ad,facebook
1 - landing_page,2018-01-28 12:12,65431,cool-tshirts-search,google
2 - shopping_cart,2018-01-28 13:26,65431,cool-tshirts-search,google
3 - checkout,2018-02-02 04:30,65431,weekly-newsletter,email
1 - landing_page,2018-01-19 23:55,65449,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-20 02:05,65449,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-21 03:10,65449,weekly-newsletter,email
1 - landing_page,2018-01-01 20:06,65459,cool-tshirts-search,google
2 - shopping_cart,2018-01-02 00:54,65459,cool-tshirts-search,google
1 - landing_page,2018-01-28 08:52,65565,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-28 10:43,65565,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-28 11:12,65565,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-20 07:05,65599,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-20 10:30,65599,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-24 17:55,65599,paid-search,google
4 - purchase,2018-01-24 18:05,65599,paid-search,google
1 - landing_page,2018-01-27 10:26,65662,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-27 13:20,65662,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-16 22:52,65738,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-17 01:58,65738,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-21 06:58,65738,retargetting-ad,facebook
4 - purchase,2018-01-21 07:12,65738,retargetting-ad,facebook
1 - landing_page,2018-01-19 07:02,65781,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-19 09:02,65781,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-18 03:01,65817,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-18 07:02,65817,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-22 19:44,65817,retargetting-ad,facebook
1 - landing_page,2018-01-23 08:35,65827,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-23 09:59,65827,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-28 07:53,65827,retargetting-campaign,email
1 - landing_page,2018-01-26 21:33,65856,cool-tshirts-search,google
2 - shopping_cart,2018-01-26 22:24,65856,cool-tshirts-search,google
3 - checkout,2018-01-28 04:19,65856,retargetting-campaign,email
1 - landing_page,2018-01-10 23:37,66052,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-11 03:37,66052,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-04 11:04,66066,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-04 15:52,66066,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-05 21:00,66079,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-06 01:20,66079,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-07 06:03,66079,weekly-newsletter,email
1 - landing_page,2018-01-26 07:20,66087,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-26 07:55,66087,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-30 16:14,66087,paid-search,google
1 - landing_page,2018-01-09 14:51,66202,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-09 17:23,66202,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-13 09:23,66202,retargetting-ad,facebook
4 - purchase,2018-01-13 09:35,66202,retargetting-ad,facebook
1 - landing_page,2018-01-12 21:29,66218,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-13 02:12,66218,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-14 23:32,66218,weekly-newsletter,email
1 - landing_page,2018-01-27 23:51,66227,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-28 02:07,66227,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-28 02:30,66227,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-25 21:35,66235,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-25 22:54,66235,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-29 16:06,66235,retargetting-campaign,email
1 - landing_page,2018-01-06 01:12,66261,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-06 02:03,66261,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-11 01:06,66261,paid-search,google
1 - landing_page,2018-01-19 07:51,66373,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-19 08:42,66373,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-18 16:36,66379,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-18 16:51,66379,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-21 12:28,66379,retargetting-ad,facebook
1 - landing_page,2018-01-03 00:45,66401,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-03 02:56,66401,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-06 15:30,66401,retargetting-campaign,email
1 - landing_page,2018-01-26 02:14,66430,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-26 05:42,66430,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-30 21:59,66430,weekly-newsletter,email
4 - purchase,2018-01-30 22:06,66430,weekly-newsletter,email
1 - landing_page,2018-01-19 01:10,66442,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-19 02:56,66442,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-19 03:13,66442,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-09 03:20,66475,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-09 07:34,66475,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-13 15:50,66475,weekly-newsletter,email
1 - landing_page,2018-01-02 13:04,66511,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-02 13:06,66511,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-07 00:26,66511,weekly-newsletter,email
4 - purchase,2018-01-07 00:40,66511,weekly-newsletter,email
1 - landing_page,2018-01-12 14:06,66536,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-12 15:16,66536,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-17 04:33,66536,weekly-newsletter,email
1 - landing_page,2018-01-15 07:44,66562,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-15 08:02,66562,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-29 13:04,66605,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-29 13:49,66605,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-02-02 20:15,66605,paid-search,google
1 - landing_page,2018-01-15 17:36,66767,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-15 20:16,66767,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-16 23:59,66767,weekly-newsletter,email
1 - landing_page,2018-01-25 03:11,66787,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-25 06:18,66787,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-29 16:08,66787,retargetting-ad,facebook
1 - landing_page,2018-01-03 07:31,66799,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-03 12:15,66799,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-05 20:03,66799,weekly-newsletter,email
4 - purchase,2018-01-05 20:08,66799,weekly-newsletter,email
1 - landing_page,2018-01-11 15:50,66815,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-11 19:01,66815,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-15 14:09,66815,weekly-newsletter,email
1 - landing_page,2018-01-27 11:25,67009,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-27 14:12,67009,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-10 20:22,67158,cool-tshirts-search,google
2 - shopping_cart,2018-01-10 23:17,67158,cool-tshirts-search,google
3 - checkout,2018-01-13 23:41,67158,weekly-newsletter,email
4 - purchase,2018-01-13 23:49,67158,weekly-newsletter,email
1 - landing_page,2018-01-21 12:27,67172,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-21 15:16,67172,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-23 19:19,67172,weekly-newsletter,email
1 - landing_page,2018-01-20 23:10,67198,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-21 01:48,67198,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-02 05:55,67211,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-28 17:15,67265,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-28 21:48,67265,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-20 19:02,67292,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-20 22:33,67292,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-20 22:59,67292,ten-crazy-cool-tshirts-facts,buzzfeed
1 - landing_page,2018-01-15 15:49,67400,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-15 20:33,67400,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-17 11:17,67400,retargetting-ad,facebook
4 - purchase,2018-01-17 11:30,67400,retargetting-ad,facebook
1 - landing_page,2018-01-16 01:44,67414,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-16 02:01,67414,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-19 08:12,67414,weekly-newsletter,email
1 - landing_page,2018-01-21 03:01,67510,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-21 04:05,67510,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-23 07:31,67510,weekly-newsletter,email
1 - landing_page,2018-01-21 08:07,67608,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-21 09:12,67608,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-23 09:37,67608,weekly-newsletter,email
1 - landing_page,2018-01-14 23:41,67651,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-15 00:16,67651,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-19 17:36,67651,retargetting-ad,facebook
1 - landing_page,2018-01-08 10:30,67754,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-08 14:37,67754,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-30 09:08,67881,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-30 11:30,67881,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-31 20:29,67881,retargetting-ad,facebook
1 - landing_page,2018-01-06 13:44,67898,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-06 14:50,67898,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-03 02:54,67945,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-03 02:55,67945,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-04 09:43,67960,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-04 12:55,67960,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-09 02:40,67960,weekly-newsletter,email
1 - landing_page,2018-01-05 18:10,67972,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-05 20:26,67972,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-09 19:46,67972,weekly-newsletter,email
4 - purchase,2018-01-09 19:51,67972,weekly-newsletter,email
1 - landing_page,2018-01-29 00:52,68010,cool-tshirts-search,google
2 - shopping_cart,2018-01-29 04:08,68010,cool-tshirts-search,google
3 - checkout,2018-01-30 08:07,68010,retargetting-ad,facebook
4 - purchase,2018-01-30 08:09,68010,retargetting-ad,facebook
1 - landing_page,2018-01-19 18:37,68056,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-19 21:24,68056,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-21 05:37,68056,retargetting-ad,facebook
1 - landing_page,2018-01-22 18:15,68083,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-22 21:34,68083,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-27 08:53,68083,retargetting-campaign,email
1 - landing_page,2018-01-06 01:04,68167,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-06 01:35,68167,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-16 20:57,68302,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-16 21:18,68302,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-19 23:05,68302,retargetting-campaign,email
1 - landing_page,2018-01-06 23:47,68312,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-07 03:07,68312,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-11 09:38,68312,weekly-newsletter,email
1 - landing_page,2018-01-13 10:02,68312,cool-tshirts-search,google
2 - shopping_cart,2018-01-13 15:01,68312,cool-tshirts-search,google
1 - landing_page,2018-01-15 20:51,68355,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-15 23:31,68355,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-20 22:38,68355,retargetting-ad,facebook
1 - landing_page,2018-01-18 17:53,68368,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-18 20:44,68368,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-30 11:29,68379,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-30 12:50,68379,interview-with-cool-tshirts-founder,medium
1 - landing_page,2018-01-26 09:13,68415,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-26 10:55,68415,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-29 04:40,68415,weekly-newsletter,email
1 - landing_page,2018-01-24 04:53,68432,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-24 06:51,68432,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-28 22:15,68432,paid-search,google
1 - landing_page,2018-01-09 18:54,68483,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-09 22:57,68483,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-13 17:42,68483,weekly-newsletter,email
4 - purchase,2018-01-13 17:48,68483,weekly-newsletter,email
1 - landing_page,2018-01-04 13:57,68543,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-04 15:41,68543,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-07 20:49,68543,weekly-newsletter,email
1 - landing_page,2018-01-23 19:15,68543,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-24 00:09,68543,getting-to-know-cool-tshirts,nytimes
1 - landing_page,2018-01-20 12:49,68581,cool-tshirts-search,google
2 - shopping_cart,2018-01-20 14:09,68581,cool-tshirts-search,google
3 - checkout,2018-01-25 04:35,68581,retargetting-ad,facebook
1 - landing_page,2018-01-22 21:20,68589,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-22 22:53,68589,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-25 14:07,68589,weekly-newsletter,email
1 - landing_page,2018-01-11 02:59,68654,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-11 07:23,68654,ten-crazy-cool-tshirts-facts,buzzfeed
3 - checkout,2018-01-15 04:44,68654,retargetting-ad,facebook
1 - landing_page,2018-01-28 02:22,68688,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-28 04:22,68688,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-31 09:56,68688,weekly-newsletter,email
1 - landing_page,2018-01-23 20:23,68692,ten-crazy-cool-tshirts-facts,buzzfeed
2 - shopping_cart,2018-01-23 21:18,68692,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-27 07:57,68692,weekly-newsletter,email
1 - landing_page,2018-01-07 22:57,68697,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-08 02:48,68697,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-12 01:48,68697,retargetting-ad,facebook
1 - landing_page,2018-01-24 03:21,68725,getting-to-know-cool-tshirts,nytimes
2 - shopping_cart,2018-01-24 04:22,68725,getting-to-know-cool-tshirts,nytimes
3 - checkout,2018-01-28 20:13,68725,retargetting-ad,facebook
1 - landing_page,2018-01-10 06:22,68742,interview-with-cool-tshirts-founder,medium
2 - shopping_cart,2018-01-10 11:11,68742,interview-with-cool-tshirts-founder,medium
3 - checkout,2018-01-13 19:00,68742,paid-search,google
4 - purchase,2018-01-13 19:06,68742,paid-search,google
