movie,production_budget,domestic_gross,worldwide_gross,mpaa_rating,genre
Gandhi,22000000.0,52767889.0,127767889.0,PG,Drama
Underworld,22000000.0,51970690.0,95708457.0,R,Action
Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,PG,Adventure
I Am Sam,22000000.0,40270895.0,92542418.0,PG-13,Drama
Derailed,22000000.0,36020063.0,57520063.0,R,Action
Delivery Man,22000000.0,30659817.0,70536870.0,PG-13,Comedy
"Hail, Caesar!",22000000.0,30080225.0,64171419.0,PG-13,Comedy
Jay and Silent Bob Strike Back,22000000.0,30059386.0,33762400.0,R,Comedy
Shadowlands,22000000.0,25842377.0,25842377.0,R,Drama
Deuce Bigalow: European Gigolo,22000000.0,22400154.0,45273464.0,R,Comedy
Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35608734.0,PG,Adventure
Mad Money,22000000.0,20668843.0,25044057.0,PG-13,Comedy
Homefront,22000000.0,20158492.0,51695362.0,R,Action
Igor,22000000.0,19528602.0,31013349.0,PG,Adventure
Saving Silverman,22000000.0,19351569.0,25873142.0,R,Comedy
Summer of Sam,22000000.0,19288130.0,19288130.0,R,Drama
The Transporter Refueled,22000000.0,16029670.0,69698495.0,PG-13,Action
Josie and the Pussycats,22000000.0,14252830.0,14252830.0,PG-13,Comedy
Hit & Run,22000000.0,13749300.0,17216955.0,R,Comedy
The Little Vampire,22000000.0,13555988.0,13555988.0,PG,Adventure
I Heart Huckabees,22000000.0,12784713.0,20034713.0,R,Comedy
"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,PG-13,Drama
Out of the Furnace,22000000.0,11330849.0,15434375.0,R,Drama
RoboCop 3,22000000.0,10696210.0,10696210.0,PG-13,Action
Dudley Do-Right,22000000.0,9818792.0,9818792.0,PG,Adventure
Just Getting Started,22000000.0,6069605.0,6756452.0,PG-13,Comedy
Megiddo: Omega Code 2,22000000.0,6047691.0,6047691.0,PG-13,Action
Darling Lili,22000000.0,5000000.0,5000000.0,,Drama
The Libertine,22000000.0,4835065.0,9448623.0,R,Drama
Stone,22000000.0,1810078.0,4065020.0,R,Drama
Joyeux Noël,22000000.0,1054361.0,23134075.0,PG-13,Drama
Sorcerer,21600000.0,12000000.0,12005968.0,PG,Adventure
Molière,21600000.0,635733.0,791154.0,PG-13,Comedy
Michael Clayton,21500000.0,49033882.0,92987651.0,R,Drama
My Fellow Americans,21500000.0,22331846.0,22331846.0,PG-13,Comedy
Silver Linings Playbook,21000000.0,132092958.0,236412453.0,R,Drama
Blockers,21000000.0,59839515.0,93442495.0,R,Comedy
"South Park: Bigger, Longer & Uncut",21000000.0,52037603.0,52037603.0,R,Comedy
Firefox,21000000.0,45785720.0,45785720.0,PG,Action
Teenage Mutant Ninja Turtles III,21000000.0,42273609.0,42273609.0,PG,Adventure
Hardball,21000000.0,40222729.0,43728560.0,PG-13,Drama
For Colored Girls,21000000.0,37729698.0,38017873.0,R,Drama
Freedom Writers,21000000.0,36605602.0,43632609.0,PG-13,Drama
The Transporter,21000000.0,25296447.0,43928932.0,PG-13,Action
Never Back Down,21000000.0,24850922.0,39319801.0,PG-13,Action
The Rage: Carrie 2,21000000.0,17760244.0,17760244.0,R,Horror
Swing Vote,21000000.0,16289867.0,17589867.0,PG-13,Comedy
Away We Go,21000000.0,9451946.0,10108016.0,R,Comedy
Moonlight Mile,21000000.0,6830957.0,6830957.0,PG-13,Drama
The Beaver,21000000.0,970816.0,5046038.0,PG-13,Comedy
Bitter Harvest,21000000.0,557241.0,606162.0,R,Drama
The Best Little Whorehouse in Texas,20500000.0,69701637.0,69701637.0,R,Comedy
Pulse,20500000.0,20264436.0,30241435.0,R,Horror
Raiders of the Lost Ark,20000000.0,225686079.0,367452079.0,PG,Adventure
Home Alone 2: Lost in New York,20000000.0,173585516.0,358994850.0,PG,Adventure
Close Encounters of the Third Kind,20000000.0,169100479.0,340800479.0,PG,Adventure
Beverly Hills Cop II,20000000.0,153665036.0,276665036.0,R,Action
The Conjuring,20000000.0,137400141.0,318000141.0,R,Horror
Bringing Down the House,20000000.0,132675402.0,164675402.0,PG-13,Comedy
Wonder,20000000.0,132422809.0,305051118.0,PG,Drama
Wayne's World,20000000.0,121697323.0,183097323.0,PG-13,Comedy
Jackass 3D,20000000.0,117229692.0,171685793.0,R,Comedy
Bad Moms,20000000.0,113257297.0,180999077.0,R,Comedy
Jaws 2,20000000.0,102922376.0,208900376.0,PG,Horror
Beverly Hills Chihuahua,20000000.0,94514402.0,154218168.0,PG,Adventure
Tammy,20000000.0,84525432.0,96407655.0,R,Comedy
The Descendants,20000000.0,82624961.0,175507800.0,R,Drama
School of Rock,20000000.0,81261177.0,131944672.0,PG-13,Comedy
Free Willy,20000000.0,77698625.0,153698625.0,PG,Adventure
Mortal Kombat,20000000.0,70433227.0,122133227.0,PG-13,Action
White Chicks,20000000.0,69148997.0,111448997.0,PG-13,Comedy
Holes,20000000.0,67383924.0,71232214.0,PG,Drama
The Last Song,20000000.0,62950384.0,92678948.0,PG,Drama
Why Did I Get Married Too?,20000000.0,60095852.0,60831067.0,PG-13,Drama
La vita è bella,20000000.0,57598247.0,229385361.0,PG-13,Drama
12 Years a Slave,20000000.0,56671993.0,181025343.0,R,Drama
Drumline,20000000.0,56398162.0,56398162.0,PG-13,Comedy
Me Before You,20000000.0,56245075.0,208314186.0,PG-13,Drama
Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,PG-13,Comedy
Edward Scissorhands,20000000.0,53976987.0,53976987.0,PG-13,Comedy
Selma,20000000.0,52076908.0,66776576.0,PG-13,Drama
Date Movie,20000000.0,48548426.0,85146165.0,PG-13,Comedy
Peter Pan: Return to Neverland,20000000.0,48430258.0,109862682.0,G,Adventure
The Jungle Book 2,20000000.0,47901582.0,140122225.0,G,Adventure
Boogeyman,20000000.0,46752382.0,67192859.0,PG-13,Horror
The Tigger Movie,20000000.0,45542421.0,96147688.0,G,Adventure
Spotlight,20000000.0,45055776.0,92108847.0,R,Drama
Max,20000000.0,42656255.0,43658157.0,PG,Adventure
Meet the Browns,20000000.0,41975388.0,41975388.0,PG-13,Comedy
Orphan,20000000.0,41596251.0,78769428.0,R,Drama
The Star,20000000.0,40847995.0,62758010.0,PG,Adventure
Epic Movie,20000000.0,39739367.0,86858578.0,PG-13,Comedy
The Grudge 2,20000000.0,39143839.0,70743839.0,PG-13,Horror
Conan the Barbarian,20000000.0,38264085.0,79114085.0,,Action
How Stella Got Her Groove Back,20000000.0,37672944.0,37672944.0,R,Drama
Bill & Ted's Bogus Journey,20000000.0,37537675.0,37537675.0,PG,Adventure
Man of the Year,20000000.0,37442180.0,41342180.0,PG-13,Comedy
Risen,20000000.0,36880033.0,46255763.0,PG-13,Drama
Vampires Suck,20000000.0,36661504.0,81424988.0,PG-13,Comedy
Selena,20000000.0,35450113.0,35450113.0,PG,Drama
A Very Harold & Kumar 3D Christmas,20000000.0,35061031.0,36265745.0,R,Comedy
Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,R,Horror
Babel,20000000.0,34302837.0,132121212.0,R,Drama
This is Where I Leave You,20000000.0,34296320.0,41296320.0,R,Comedy
Doubt,20000000.0,33446470.0,53191101.0,PG-13,Drama
Team America: World Police,20000000.0,32774834.0,50948811.0,R,Comedy
Scary Movie V,20000000.0,32015787.0,78613981.0,PG-13,Comedy
Milk,20000000.0,31841299.0,57293371.0,R,Drama
Ghost Ship,20000000.0,30113491.0,68349884.0,R,Horror
Daybreakers,20000000.0,30101577.0,51445503.0,R,Horror
High Fidelity,20000000.0,27277055.0,47881663.0,R,Comedy
Stick It,20000000.0,26910736.0,30399714.0,PG-13,Comedy
One Missed Call,20000000.0,26890041.0,44513466.0,PG-13,Horror
Eye for an Eye,20000000.0,26792700.0,26792700.0,R,Drama
The World's End,20000000.0,26004851.0,47508505.0,R,Comedy
From Dusk Till Dawn,20000000.0,25728961.0,25732986.0,R,Horror
You Again,20000000.0,25702053.0,32838945.0,PG,Comedy
Alpha and Omega 3D,20000000.0,25107267.0,48958353.0,PG,Adventure
Stay Alive,20000000.0,23086480.0,23187506.0,PG-13,Horror
2 For the Money,20000000.0,22991379.0,30491379.0,R,Drama
Shorts,20000000.0,20919166.0,29870801.0,PG,Adventure
Vampires,20000000.0,20268825.0,20268825.0,R,Horror
Yu-Gi-Oh,20000000.0,19762690.0,28762690.0,PG,Adventure
Reign Over Me,20000000.0,19661987.0,20081987.0,R,Drama
My Best Friend's Girl,20000000.0,19219250.0,34787111.0,R,Comedy
Georgia Rule,20000000.0,18882880.0,20819601.0,R,Drama
Under the Rainbow,20000000.0,18826490.0,18826490.0,,Comedy
Ladyhawke,20000000.0,18400000.0,18400000.0,,Action
Into the Wild,20000000.0,18354356.0,56822960.0,R,Drama
Simon Birch,20000000.0,18253415.0,18310591.0,PG,Drama
Pooh's Heffalump Movie,20000000.0,18098433.0,55686944.0,G,Adventure
School for Scoundrels,20000000.0,17807569.0,17807569.0,PG-13,Comedy
Silent Hill: Revelation 3D,20000000.0,17530219.0,55975672.0,R,Horror
Home for the Holidays,20000000.0,17468887.0,22119269.0,PG-13,Comedy
The Zookeeper’s Wife,20000000.0,17445186.0,24521550.0,PG-13,Drama
Fired Up,20000000.0,17231291.0,18608570.0,PG-13,Comedy
Kung Fu Hustle,20000000.0,17104669.0,102034104.0,R,Action
The Country Bears,20000000.0,16988996.0,16988996.0,G,Adventure
Dead Silence,20000000.0,16574590.0,20614661.0,R,Horror
21 Grams,20000000.0,16248701.0,59667625.0,R,Drama
The Kite Runner,20000000.0,15800078.0,74180745.0,PG-13,Drama
The Greatest Story Ever Told,20000000.0,15473333.0,15473333.0,G,Drama
Twilight,20000000.0,15055091.0,15055091.0,R,Drama
Disaster Movie,20000000.0,14190901.0,36720752.0,PG-13,Comedy
The Man Who Knew Too Little,20000000.0,13801755.0,13801755.0,PG,Comedy
Burnt,20000000.0,13651946.0,36780895.0,R,Comedy
Envy,20000000.0,13548322.0,14566246.0,PG-13,Comedy
One Night with the King,20000000.0,13395961.0,13725032.0,PG,Drama
Bullets Over Broadway,20000000.0,13383747.0,13383747.0,R,Comedy
The Quiet American,20000000.0,12987647.0,26348203.0,R,Drama
The Light Between Oceans,20000000.0,12545979.0,21748977.0,PG-13,Drama
The Weather Man,20000000.0,12482775.0,15466961.0,R,Drama
Undisputed,20000000.0,12398628.0,12398628.0,R,Drama
12 Rounds,20000000.0,12234694.0,17306648.0,PG-13,Action
3 Ninjas Kick Back,20000000.0,11744960.0,11744960.0,PG,Action
Be Kind Rewind,20000000.0,11175164.0,30894247.0,PG-13,Comedy
Mrs. Henderson Presents,20000000.0,11036366.0,27836366.0,R,Comedy
We're No Angels,20000000.0,10555348.0,10555348.0,PG-13,Comedy
Death Sentence,20000000.0,9534258.0,16907831.0,R,Action
Popstar: Never Stop Never Stopping,20000000.0,9496130.0,9537120.0,R,Comedy
Thank You for Your Service,20000000.0,9479390.0,9985316.0,R,Drama
Everybody's Fine,20000000.0,9208876.0,9208876.0,PG-13,Drama
Superbabies: Baby Geniuses 2,20000000.0,9109322.0,9355369.0,PG,Adventure
Battle of the Year,20000000.0,8888355.0,16723377.0,PG-13,Drama
Ratchet and Clank,20000000.0,8813410.0,12769469.0,PG,Adventure
Death at a Funeral,20000000.0,8580428.0,46790428.0,R,Comedy
The Man,20000000.0,8330720.0,10393696.0,PG-13,Comedy
Code Name: The Cleaner,20000000.0,8135024.0,8135024.0,PG-13,Comedy
Inherent Vice,20000000.0,8110975.0,14772346.0,R,Drama
Connie & Carla,20000000.0,8047525.0,8047525.0,PG-13,Comedy
Machete Kills,20000000.0,8008161.0,18273009.0,R,Action
Doogal,20000000.0,7578946.0,28058652.0,G,Adventure
Proof,20000000.0,7535331.0,8284331.0,PG-13,Drama
An American Carol,20000000.0,7013191.0,7022183.0,PG-13,Comedy
Willard,20000000.0,6882696.0,6882696.0,PG-13,Horror
Strange Wilderness,20000000.0,6575282.0,6947084.0,R,Comedy
Little Boy,20000000.0,6485961.0,17768390.0,PG-13,Drama
Chasing Mavericks,20000000.0,6002756.0,8300821.0,PG,Drama
A Most Violent Year,20000000.0,5749134.0,8398291.0,R,Drama
A Dangerous Method,20000000.0,5702083.0,14807531.0,R,Drama
Bandslam,20000000.0,5210988.0,12967829.0,PG,Comedy
Alone in the Dark,20000000.0,5178569.0,8178569.0,R,Horror
Birth,20000000.0,5005899.0,14603001.0,R,Drama
Hands of Stone,20000000.0,4712792.0,5032013.0,R,Drama
Flash of Genius,20000000.0,4442377.0,4504111.0,PG-13,Drama
I’m Not There,20000000.0,4017609.0,12397613.0,R,Drama
"Synecdoche, New York",20000000.0,3083538.0,4383538.0,R,Drama
LBJ,20000000.0,2468683.0,2507181.0,R,Drama
Mononoke-hime,20000000.0,2374107.0,150350000.0,PG-13,Action
Bon Voyage,20000000.0,2353728.0,8361736.0,PG-13,Comedy
My All-American,20000000.0,2246000.0,2246000.0,PG,Drama
Marci X,20000000.0,1646664.0,1646664.0,R,Comedy
Equilibrium,20000000.0,1190018.0,5345869.0,R,Action
Dylan Dog: Dead of Night,20000000.0,1186538.0,6093725.0,PG-13,Horror
The Children of Huang Shi,20000000.0,1031872.0,8221700.0,R,Drama
The Yards,20000000.0,882710.0,2282710.0,R,Drama
Middle Men,20000000.0,754301.0,754301.0,R,Comedy
All Good Things,20000000.0,582024.0,873617.0,R,Drama
By the Sea,20000000.0,538460.0,3727746.0,R,Drama
Steamboy,20000000.0,468867.0,10468867.0,PG-13,Action
The Game of Their Lives,20000000.0,375474.0,375474.0,PG,Drama
The Tempest,20000000.0,277943.0,277943.0,PG-13,Drama
長江七號 (CJ7),20000000.0,206678.0,47300771.0,PG,Adventure
The Burning Plain,20000000.0,200730.0,1167092.0,R,Drama
The Touch,20000000.0,0.0,5918742.0,PG-13,Adventure
Dwegons and Leprechauns,20000000.0,0.0,0.0,PG,Adventure
Der Baader Meinhof Komplex,19700000.0,476270.0,16498827.0,R,Action
The Shape of Water,19500000.0,63859435.0,189258193.0,R,Drama
De rouille et d’os,19500000.0,2061449.0,29393634.0,R,Drama
The Painted Veil,19400000.0,8060487.0,15118795.0,PG-13,Drama
The Devil's Double,19100000.0,1361512.0,5965646.0,R,Drama
Back to the Future,19000000.0,212259762.0,385524862.0,PG,Adventure
Scary Movie,19000000.0,157019771.0,277200000.0,R,Comedy
Bad Teacher,19000000.0,100292856.0,215448997.0,R,Comedy
Sausage Party,19000000.0,97670358.0,141354394.0,R,Comedy
I Can Do Bad All By Myself,19000000.0,51733921.0,51733921.0,PG-13,Comedy
The Shining,19000000.0,44017374.0,44728227.0,R,Horror
Thirteen Ghosts,19000000.0,41867960.0,68467960.0,R,Horror
House on Haunted Hill,19000000.0,40846082.0,65090541.0,R,Horror
Notorious,19000000.0,36843682.0,44972183.0,R,Drama
The Book Thief,19000000.0,21488481.0,76086711.0,PG-13,Drama
"Gone, Baby, Gone",19000000.0,20300218.0,34352162.0,R,Drama
Thomas and the Magic Railroad,19000000.0,15911332.0,15911332.0,G,Adventure
Sen to Chihiro no Kamikakushi,19000000.0,10049886.0,274949886.0,PG,Adventure
Sex Drive,19000000.0,8402485.0,10412485.0,R,Comedy
Firestorm,19000000.0,8123860.0,8123860.0,R,Action
Take Me Home Tonight,19000000.0,6928068.0,7576604.0,R,Comedy
Won't Back Down,19000000.0,5310554.0,5745503.0,PG,Drama
Action Point,19000000.0,5059608.0,5103675.0,R,Comedy
Kansas City,19000000.0,1353824.0,1353824.0,R,Drama
George A. Romero's Land of the Dead,18975000.0,20700082.0,47751015.0,R,Horror
Adaptation,18500000.0,22498520.0,32531759.0,R,Comedy
The Invention of Lying,18500000.0,18451251.0,32679264.0,PG-13,Comedy
Fear and Loathing in Las Vegas,18500000.0,10680275.0,13711903.0,R,Comedy
Left Behind,18500000.0,4221341.0,4221341.0,PG-13,Drama
Borat,18000000.0,128505958.0,261443242.0,R,Comedy
The Mask,18000000.0,119920129.0,351620129.0,PG-13,Comedy
Big,18000000.0,114968774.0,151668774.0,PG,Comedy
Legally Blonde,18000000.0,96493426.0,141809235.0,PG-13,Comedy
Mean Girls,18000000.0,86047227.0,130953026.0,PG-13,Comedy
Star Trek III: The Search for Spock,18000000.0,76471046.0,87000000.0,PG,Adventure
The Exorcism of Emily Rose,18000000.0,75072454.0,144529078.0,PG-13,Horror
Deuce Bigalow: Male Gigolo,18000000.0,65535067.0,92935067.0,R,Comedy
Barbershop 2: Back in Business,18000000.0,65070412.0,65842412.0,PG-13,Comedy
The Family Stone,18000000.0,60062868.0,92357499.0,PG-13,Comedy
Predator,18000000.0,59735548.0,98267558.0,R,Action
My Big Fat Greek Wedding 2,18000000.0,59689605.0,92057814.0,PG-13,Comedy
Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,PG,Adventure
Amadeus,18000000.0,51973029.0,51973029.0,R,Drama
Prom Night,18000000.0,43869350.0,57193655.0,PG-13,Horror
Soul Surfer,18000000.0,43853424.0,47158652.0,PG,Drama
Under the Tuscan Sun,18000000.0,43601508.0,57490024.0,PG-13,Comedy
Peggy Sue Got Married,18000000.0,41382841.0,41382841.0,PG-13,Comedy
Gosford Park,18000000.0,41300105.0,41300105.0,R,Comedy
Orange County,18000000.0,41059716.0,43308707.0,PG-13,Comedy
Blue Jasmine,18000000.0,33404871.0,102912961.0,PG-13,Comedy
United 93,18000000.0,31567134.0,77635035.0,R,Drama
Honey,18000000.0,30272254.0,62646763.0,PG-13,Drama
Spy Hard,18000000.0,26936265.0,26936265.0,PG-13,Comedy
Ricki and the Flash,18000000.0,26839498.0,41166033.0,PG-13,Drama
Glory,18000000.0,26593580.0,26593580.0,R,Action
Conan the Destroyer,18000000.0,26400000.0,26400000.0,,Action
Love the Coopers,18000000.0,26302731.0,42227490.0,PG-13,Comedy
Catch-22,18000000.0,24911670.0,24911670.0,,Comedy
Observe and Report,18000000.0,24007324.0,27148898.0,R,Comedy
Love Happens,18000000.0,22965110.0,36133014.0,PG-13,Drama
Young Sherlock Holmes,18000000.0,19739000.0,19739000.0,PG-13,Adventure
127 Hours,18000000.0,18335230.0,60217171.0,R,Drama
Small Time Crooks,18000000.0,17266359.0,29934477.0,PG,Comedy
Center Stage,18000000.0,17200925.0,21361109.0,PG-13,Drama
Norm of the North,18000000.0,17062499.0,30535660.0,PG,Adventure
Catch That Kid,18000000.0,16703799.0,16959614.0,PG,Adventure
Jobs,18000000.0,16131410.0,43402515.0,PG-13,Drama
Life as a House,18000000.0,15652637.0,23889158.0,R,Drama
Youth in Revolt,18000000.0,15285588.0,19685588.0,R,Comedy
And So It Goes,18000000.0,15160801.0,17868801.0,PG-13,Comedy
"I Love You, Beth Cooper",18000000.0,14800725.0,16382538.0,PG-13,Comedy
Labor Day,18000000.0,13371528.0,14189810.0,PG-13,Drama
The Ice Storm,18000000.0,8038061.0,16011975.0,R,Drama
Being Julia,18000000.0,7739049.0,14488705.0,R,Drama
Troop Beverly Hills,18000000.0,7190505.0,7190505.0,,Comedy
Nine 1/2 Weeks,18000000.0,6734844.0,6734844.0,,Drama
The Last Station,18000000.0,6617867.0,15696146.0,R,Drama
Dragonslayer,18000000.0,6000000.0,6000000.0,,Action
Ed Wood,18000000.0,5828466.0,5828466.0,R,Comedy
Mongol,18000000.0,5705761.0,27147349.0,R,Drama
RocknRolla,18000000.0,5700626.0,27794339.0,R,Action
Megaforce,18000000.0,5675599.0,5675599.0,,Action
Mao's Last Dancer,18000000.0,4806750.0,25941437.0,PG,Drama
The Railway Man,18000000.0,4438438.0,23910210.0,R,Drama
Restoration,18000000.0,4100000.0,4100000.0,R,Drama
Midnight Special,18000000.0,3712282.0,7680250.0,PG-13,Drama
Miss Sloane,18000000.0,3500605.0,7727952.0,R,Drama
T2: Trainspotting,18000000.0,2402004.0,42091497.0,R,Drama
8 Million Ways to Die,18000000.0,1305114.0,1305114.0,,Action
Renaissance,18000000.0,70644.0,2401413.0,R,Action
I Am Wrath,18000000.0,0.0,309608.0,R,Action
The Prince,18000000.0,0.0,0.0,R,Action
Red Sonja,17900000.0,6905861.0,6908640.0,PG-13,Action
Superbad,17500000.0,121463226.0,169955142.0,R,Comedy
Madea Goes To Jail,17500000.0,90508336.0,90508336.0,PG-13,Comedy
Step Up 2 the Streets,17500000.0,58017783.0,148586910.0,PG-13,Drama
Hoodwinked,17500000.0,51386611.0,109843390.0,PG,Adventure
Hitman,17500000.0,39687694.0,99135571.0,R,Action
Hotel Rwanda,17500000.0,23519128.0,36521223.0,PG-13,Drama
Beerfest,17500000.0,19185184.0,20159316.0,R,Comedy
City of Ghosts,17500000.0,325491.0,325491.0,R,Drama
A Quiet Place,17000000.0,188024361.0,334524361.0,PG-13,Horror
The Others,17000000.0,96522687.0,207765056.0,PG-13,Horror
Aliens,17000000.0,85160248.0,183316455.0,R,Action
Let’s Be Cops,17000000.0,82390774.0,136890774.0,R,Comedy
I Know What You Did Last Summer,17000000.0,72250091.0,125250091.0,R,Horror
Sideways,17000000.0,71502303.0,109793192.0,R,Drama
The Best Man Holiday,17000000.0,70525195.0,72835710.0,R,Comedy
Pitch Perfect,17000000.0,65001093.0,116044347.0,PG-13,Comedy
Halloween: H2O,17000000.0,55041738.0,55041738.0,R,Horror
Evil Dead,17000000.0,54239856.0,97778356.0,R,Horror
Jet Li's Hero,17000000.0,53652140.0,177535958.0,PG-13,Action
Saw 3D,17000000.0,45710178.0,133735284.0,R,Horror
"McFarland, USA",17000000.0,44480275.0,45707924.0,PG,Drama
Almost Christmas,17000000.0,42065185.0,42493506.0,PG-13,Drama
The Hills Have Eyes,17000000.0,41778863.0,70355813.0,R,Horror
Good Boy!,17000000.0,37667746.0,45312217.0,PG,Adventure
Smokin' Aces,17000000.0,35662731.0,57263440.0,R,Comedy
A Night at the Roxbury,17000000.0,30331165.0,30331165.0,PG-13,Comedy
Beastly,17000000.0,27865571.0,38028230.0,PG-13,Drama
Tron,17000000.0,26918576.0,26918576.0,,Action
Lottery Ticket,17000000.0,24719879.0,24719879.0,PG-13,Comedy
Dickie Roberts: Former Child Star,17000000.0,22734486.0,23734486.0,PG-13,Comedy
ATL,17000000.0,21170563.0,21170563.0,PG-13,Comedy
Summer Catch,17000000.0,19693891.0,19693891.0,PG-13,Comedy
A Simple Plan,17000000.0,16316273.0,16316273.0,R,Drama
Wes Craven Presents: They,17000000.0,12840842.0,16140842.0,PG-13,Horror
Superman IV: The Quest for Peace,17000000.0,11227824.0,11227824.0,PG,Action
How She Move,17000000.0,7070641.0,8607815.0,PG-13,Drama
Running Scared,17000000.0,6855137.0,9729088.0,R,Action
The Apparition,17000000.0,4936819.0,10637281.0,PG-13,Horror
Bobby Jones: Stroke of Genius,17000000.0,2694071.0,2694071.0,PG,Drama
L'illusionniste,17000000.0,2231474.0,8609949.0,PG,Adventure
Roar,17000000.0,2110050.0,2110050.0,PG,Adventure
Veronica Guerin,17000000.0,1569918.0,9438074.0,R,Drama
Genius,17000000.0,1361045.0,6942889.0,PG-13,Drama
Escobar: Paradise Lost,17000000.0,195792.0,3917679.0,R,Drama
The Young Messiah,16800000.0,6469813.0,7313697.0,PG-13,Drama
My Girl,16500000.0,58011485.0,58011485.0,PG-13,Comedy
Wall Street,16500000.0,43848100.0,43848100.0,R,Drama
Sense and Sensibility,16500000.0,42993774.0,134993774.0,PG,Drama
The Illusionist,16500000.0,39868642.0,83792062.0,PG-13,Drama
House of Sand and Fog,16500000.0,13005485.0,16157923.0,R,Drama
Sydney White,16500000.0,11892415.0,13636339.0,PG-13,Comedy
Dead Poets Society,16400000.0,95860116.0,239500000.0,PG,Drama
Dumb & Dumber,16000000.0,127175374.0,246400000.0,PG-13,Comedy
Road Trip,16000000.0,68525609.0,119739110.0,R,Comedy
The Verdict,16000000.0,53977250.0,53977250.0,R,Drama
Varsity Blues,16000000.0,52894169.0,54294169.0,R,Drama
Moonrise Kingdom,16000000.0,45512466.0,68848446.0,PG-13,Drama
The Artist,16000000.0,44667095.0,128256712.0,PG-13,Drama
The Master of Disguise,16000000.0,40363530.0,40363530.0,PG,Adventure
El Laberinto del Fauno,16000000.0,37634615.0,87041569.0,R,Horror
The Messengers,16000000.0,35374833.0,53774833.0,PG-13,Horror
See Spot Run,16000000.0,33357476.0,43057552.0,PG,Adventure
Double Impact,16000000.0,29090445.0,29090445.0,R,Action
Baby Boy,16000000.0,28734552.0,28734552.0,R,Drama
Joe Dirt,16000000.0,27087695.0,30987695.0,PG-13,Comedy
The Women,16000000.0,26902075.0,50103808.0,PG-13,Comedy
Hot Fuzz,16000000.0,23618786.0,81742618.0,R,Comedy
Vicky Cristina Barcelona,16000000.0,23216709.0,104504817.0,PG-13,Comedy
Superfly,16000000.0,20537137.0,20723581.0,R,Action
Remember Me,16000000.0,19068240.0,56506120.0,PG-13,Drama
White Oleander,16000000.0,16357770.0,21657770.0,PG-13,Drama
Drowning Mona,16000000.0,15427192.0,15980376.0,PG-13,Comedy
Radio Days,16000000.0,14792779.0,14792779.0,,Comedy
How to Deal,16000000.0,14108518.0,14108518.0,PG-13,Drama
Soul Plane,16000000.0,13922211.0,14553807.0,R,Comedy
My Stepmother Is an Alien,16000000.0,13854000.0,13854000.0,PG-13,Comedy
People Like Us,16000000.0,12431792.0,12617472.0,PG-13,Drama
The Cookout,16000000.0,11540112.0,11540112.0,PG-13,Comedy
Meteor,16000000.0,8400000.0,8400000.0,,Action
Highlander,16000000.0,5900000.0,12900000.0,R,Action
Bleed for This,16000000.0,5083906.0,6603926.0,R,Drama
Duets,16000000.0,4734235.0,6615452.0,R,Drama
Detroit Rock City,16000000.0,4217115.0,5825314.0,R,Comedy
Things We Lost in the Fire,16000000.0,3287315.0,8120148.0,R,Drama
The Immigrant,16000000.0,2013456.0,7585011.0,R,Drama
Steel,16000000.0,1686429.0,1686429.0,PG-13,Action
The White Countess,16000000.0,1669971.0,2814566.0,PG-13,Drama
"Men, Women and Children",16000000.0,705908.0,1685403.0,R,Comedy
Good,16000000.0,31631.0,31631.0,R,Drama
Juwanna Mann,15600000.0,13571817.0,13771817.0,PG-13,Comedy
La Môme,15500000.0,10299782.0,88611837.0,PG-13,Drama
Ararat,15500000.0,1693000.0,1693000.0,R,Drama
Madison,15500000.0,517262.0,517262.0,PG,Drama
The Yellow Handkerchief,15500000.0,318623.0,318623.0,PG-13,Drama
Slither,15250000.0,7802450.0,12930343.0,R,Horror
Home Alone,15000000.0,285761243.0,476684675.0,PG,Comedy
Beverly Hills Cop,15000000.0,234760478.0,316300000.0,R,Action
Top Gun,15000000.0,179800601.0,356799634.0,PG,Action
Tootsie,15000000.0,177200000.0,177200000.0,PG,Comedy
3 Men and a Baby,15000000.0,167780960.0,167780960.0,PG,Comedy
The King’s Speech,15000000.0,138797449.0,430821168.0,R,Drama
American Beauty,15000000.0,130058047.0,356258047.0,R,Drama
"Crouching Tiger, Hidden Dragon",15000000.0,128067808.0,213514672.0,PG-13,Action
Twins,15000000.0,111936388.0,216600000.0,PG,Comedy
Scream,15000000.0,103046663.0,173046663.0,R,Horror
Annabelle: Creation,15000000.0,102092201.0,305385888.0,R,Horror
Jackass Presents: Bad Grandpa,15000000.0,102003019.0,160903019.0,R,Comedy
Heaven Can Wait,15000000.0,98800000.0,98800000.0,PG,Comedy
The Color Purple,15000000.0,93589701.0,93589701.0,PG-13,Drama
The Imitation Game,15000000.0,91125143.0,227773686.0,PG-13,Drama
Beetlejuice,15000000.0,73326666.0,73326666.0,PG,Comedy
Ben-Hur,15000000.0,73000000.0,73000000.0,G,Adventure
Mama,15000000.0,71628180.0,148095566.0,PG-13,Horror
Private Benjamin,15000000.0,69847348.0,69847348.0,R,Comedy
