School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Website,Blue Ribbon Award,CPS Performance Policy Level,CPS Performance Policy Status,Probation Length,"My Voice, My School Overall Rating",Student Response Rate,Teacher Response Rate,Involved Family,Supportive Environment,Ambitious Instruction,Effective Leaders,Collaborative Teachers,Safe,School Community,Parent-Teacher Partnership,Quality of Facilities,Healthy Schools Certification,Creative Schools Certification,NWEA Reading Growth Percentile All Grades,NWEA Reading Growth Percentile Grade 3,NWEA Reading Growth Percentile Grade 4,NWEA Reading Growth Percentile Grade 5,NWEA Reading Growth Percentile Grade 6,NWEA Reading Growth Percentile Grade 7,NWEA Reading Growth Percentile Grade 8,NWEA Math Growth Percentile All Grades,NWEA Math Growth Percentile Grade 3,NWEA Math Growth Percentile Grade 4,NWEA Math Growth Percentile Grade 5,NWEA Math Growth Percentile Grade 6,NWEA Math Growth Percentile Grade 7,NWEA Math Growth Percentile Grade 8,NWEA Reading Attainment Percentile All Grades,NWEA Reading Attainment Percentile Grade 2,NWEA Reading Attainment Percentile Grade 3,NWEA Reading Attainment Percentile Grade 4,NWEA Reading Attainment Percentile Grade 5,NWEA Reading Attainment Percentile Grade 6,NWEA Reading Attainment Percentile Grade 7,NWEA Reading Attainment Percentile Grade 8,NWEA Math Attainment Percentile All Grades,NWEA Math Attainment Percentile Grade 2,NWEA Math Attainment Percentile Grade 3,NWEA Math Attainment Percentile Grade 4,NWEA Math Attainment Percentile Grade 5,NWEA Math Attainment Percentile Grade 6,NWEA Math Attainment Percentile Grade 7,NWEA Math Attainment Percentile Grade 8,Suspensions Per 100 students 2013,Suspensions Per 100 students 2012,Percentage Misconducts Resulting in Suspension 2013,Percentage Misconducts Resulting in Suspension 2012,Average Length of Suspensions 2013,Average Length of Suspension 2012,Student Attendance Percentage 2013,Student Attendance Percentage 2012,Teacher Attendance Percentage 2013,Teacher Attendance Percentage 2012,Grade 3-8 On-Track Percentage 2013,One-Year Drop Out Rate Percentage 2013,One-Year Drop Out Rate Percentage 2012,X Coordinate,Y Coordinate,Longitude,Latitude,Location,Community Areas,Zip Codes,Boundaries - ZIP Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
610170,Columbia Explorers Elementary Academy,4520 S Kedzie Ave,Chicago,IL,60632,(773) 535-4050,http://www.columbiaea.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,99.1,98,STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,VERY STRONG,NOT CERTIFIED,DEVELOPING,99,90,97,94,96,95,99,99,75,99,88,94,95,99,48,48,46,35,46,47,47,69,61,52,43,69,51,56,49,86,6.3,6,45.5,73.8,2.6,2.1,94.4,96,96.6,97.4,73.2,,,1155752.301,1874367.234,41.81105689,-87.70423481,"{'latitude': '-87.70423481', 'longitude': '41.81105689'}",,,,,,
609955,Walter Q Gresham Elementary School,8524 S Green St,Chicago,IL,60620,(773) 535-3350,http://www.cps.edu,,LEVEL 3,ON PROBATION,6,ORGANIZED,84.9,100,STRONG,WEAK,NEUTRAL,STRONG,VERY STRONG,WEAK,NEUTRAL,WEAK,NEUTRAL,NOT CERTIFIED,EMERGING,0,14,1,4,53,37,7,18,88,14,2,9,35,77,1,0,0,9,2,4,2,1,1,1,1,10,1,2,1,1,33.8,43,29.7,96.8,2.3,2,92.4,94.7,94.6,94.8,58.2,,,1172094.314,1848202.308,41.73891334,-87.64506169,"{'latitude': '-87.64506169', 'longitude': '41.73891334'}",,,,,,
609888,Mary Mapes Dodge Elementary Renaissance Academy,431 N Troy St,Chicago,IL,60612,(773) 534-6640,http://www.dodgeacademy.info/,,LEVEL 3,ON PROBATION,1,PARTIALLY ORGANIZED,90,80.8,WEAK,STRONG,STRONG,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT CERTIFIED,DEVELOPING,86,8,49,90,79,99,58,87,17,62,98,23,52,99,28,17,4,31,40,26,72,38,40,23,14,34,75,31,39,67,18.9,16.5,96.4,97.3,2.3,2.4,93,95.2,95.7,96.6,60.5,,,1155338.246,1902872.403,41.88928666,-87.7049885,"{'latitude': '-87.7049885', 'longitude': '41.88928666'}",,,,,,
400114,UNO Charter Elementary School St Marks,2510 W Cortez St,Chicago,IL,60622,(312) 455-5410,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,WELL-ORGANIZED,92.2,80,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5,99,,,,,,1159408.679,1906941.818,41.90037072,-87.68992811,"{'latitude': '-87.68992811', 'longitude': '41.90037072'}",,,,,,
609779,George Armstrong International Studies ES,2110 W Greenleaf Ave,Chicago,IL,60645,(773) 534-2150,http://www.armstrong.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,92.5,93.6,STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,WEAK,NEUTRAL,STRONG,PENDING CERTIFICATION,EMERGING,70,20,66,48,56,40,99,99,88,99,99,55,83,99,53,55,44,62,39,47,40,79,66,56,41,72,79,51,46,85,7.7,6.6,80.6,97.1,2.4,2,95.2,96.6,95.4,96.5,75.3,,,1160591.979,1946966.544,42.01017628,-87.68446868,"{'latitude': '-87.68446868', 'longitude': '42.01017628'}",,,,,,
610092,Henry H Nash Elementary School,4837 W Erie St,Chicago,IL,60644,(773) 534-6125,http://www.nash.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,NOT YET ORGANIZED,47.1,63.2,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,VERY WEAK,VERY WEAK,VERY WEAK,NOT CERTIFIED,DEVELOPING,3,52,39,37,66,2,1,61,95,41,83,99,14,2,3,1,10,2,6,8,3,1,5,0,28,10,8,19,6,2,49.6,18.8,83.3,59.3,2,1.9,95.9,96.9,93.8,94.5,71.5,,,1143837.542,1903833.468,41.89214726,-87.74720007,"{'latitude': '-87.74720007', 'longitude': '41.89214726'}",,,,,,
400043,Hope Institute Learning Academy,1628 W Washington,Chicago,IL,60612,(773) 534-7405,http://www.hopeinstitutelearningacademy.org,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,0,78.6,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,WEAK,NOT ENOUGH DATA,STRONG,STRONG,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,5,12,31,27,,,,2,20,0,3,1,,,,3,6,1,5,1,,,,19.2,20.3,45.4,,1.1,,93.8,93.4,,,73.5,,,1165404.685,1900799.212,41.88338944,-87.66807949,"{'latitude': '-87.66807949', 'longitude': '41.88338944'}",,,,,,
610075,Moses Montefiore Special Elementary School,1310 S Ashland Ave,Chicago,IL,60608,(773) 534-7825,http://www.montefiore.cps.k12.il.us,,,,,PARTIALLY ORGANIZED,100,100,NEUTRAL,NEUTRAL,WEAK,STRONG,WEAK,WEAK,VERY STRONG,STRONG,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,84,,,,,,84,38,,,,,,38,0,,,,,,,0,1,,,,,,,1,339.9,151.4,40.4,,1.2,,82.2,83.2,95.1,95.6,10,,,1165892.869,1893999.307,41.86471954,-87.66648084,"{'latitude': '-87.66648084', 'longitude': '41.86471954'}",,,,,,
609895,Turner-Drew Elementary Language Academy,9300 S Princeton Ave,Chicago,IL,60620,(773) 535-5720,http://www.cps.edu,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,100,88.5,WEAK,NEUTRAL,STRONG,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,PENDING CERTIFICATION,DEVELOPING,94,99,34,50,56,98,80,92,95,47,37,72,91,94,63,71,93,48,51,44,45,73,49,49,69,27,49,54,28,66,41.2,17.1,100,100,1.6,1.5,95.7,96.5,93,93.4,81.6,,,1176188.712,1843386.932,41.72560849,-87.6302048,"{'latitude': '-87.6302048', 'longitude': '41.72560849'}",,,,,,
609819,Edmond Burke Elementary School,5356 S King Dr,Chicago,IL,60615,(773) 535-1325,http://www.burke.cps.k12.il.us,,LEVEL 3,ON PROBATION,7,ORGANIZED,83.1,100,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,WEAK,WEAK,VERY WEAK,VERY WEAK,PENDING CERTIFICATION,INCOMPLETE DATA,99,39,86,99,86,97,44,95,34,90,99,65,82,58,2,1,0,9,11,3,3,2,3,5,1,12,26,1,1,7,12.4,50.5,45.1,59,4.2,3,88.1,89.7,95.3,95.4,30.5,,,1179801.469,1869357.523,41.79679285,-87.61617809,"{'latitude': '-87.61617809', 'longitude': '41.79679285'}",,,,,,
610128,Marcus Moziah Garvey Elementary School,10309 S Morgan St,Chicago,IL,60643,(773) 535-2763,http://www.garvey.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,92.1,100,NEUTRAL,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,PENDING CERTIFICATION,DEVELOPING,85,65,65,79,61,52,97,50,98,22,3,59,43,47,45,16,55,59,67,25,35,65,24,31,75,39,14,9,9,29,9.9,14.5,96.7,92.7,2.2,2.6,94,93.8,96.2,96.7,71.2,,,1171511.646,1836420.671,41.7065956,-87.64754034,"{'latitude': '-87.64754034', 'longitude': '41.7065956'}",,,,,,
610047,James Madison Elementary School,7433 S Dorchester Ave,Chicago,IL,60619,(773) 535-0551,http://www.cps.edu,,LEVEL 2,ON PROBATION,6,WELL-ORGANIZED,86.9,81.3,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,0,0,6,49,57,7,13,87,16,91,99,57,11,51,3,2,0,20,28,6,1,11,8,11,1,30,80,4,1,13,17,21.2,51.7,56.7,3.1,3.6,94.9,94.4,95.5,96.4,60.6,,,1186872.582,1855846.347,41.75955224,-87.59067582,"{'latitude': '-87.59067582', 'longitude': '41.75955224'}",,,,,,
610107,James Otis Elementary School,525 N Armour St,Chicago,IL,60642,(773) 534-7665,http://www.otis.cps.k12.il.us,,LEVEL 3,ON PROBATION,1,WELL-ORGANIZED,94,91.4,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,STRONG,NEUTRAL,NEUTRAL,PENDING CERTIFICATION,INCOMPLETE DATA,23,49,38,56,55,16,3,47,68,56,58,51,15,30,35,58,22,27,33,46,38,33,34,38,24,17,13,57,33,60,1.3,1.7,54.5,,2,,93.8,95.5,95.4,96.2,66.9,,,1166113.411,1903868.626,41.89179703,-87.66538928,"{'latitude': '-87.66538928', 'longitude': '41.89179703'}",,,,,,
400116,The Montessori School of Englewood Charter,6550 S Seeley Ave,Chicago,IL,60636,(773) 306-1759,http://www.cps.edu,,NOT ENOUGH DATA,NOT APPLICABLE,,NOT ENOUGH DATA,0,70,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,STRONG,NOT CERTIFIED,INCOMPLETE DATA,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,91.4,,,,,,,1163788.552,1860992.429,41.77418952,-87.67513395,"{'latitude': '-87.67513395', 'longitude': '41.77418952'}",,,,,,
609786,Avalon Park Elementary School,8045 S Kenwood Ave,Chicago,IL,60619,(773) 535-6615,http://www.avalon.cps.k12.il.us,,LEVEL 3,ON PROBATION,2,NOT YET ORGANIZED,95.6,95.2,WEAK,NEUTRAL,NEUTRAL,WEAK,WEAK,WEAK,NEUTRAL,WEAK,WEAK,HEALTHY SCHOOLS CERTIFIED,INCOMPLETE DATA,1,70,16,16,23,0,1,40,96,76,28,20,2,12,2,2,3,1,16,4,0,1,1,3,3,6,5,1,0,1,37.1,60.3,48.5,45.6,2.8,2.7,89.9,91.7,93.2,94.8,46.6,,,1186651.081,1851731.65,41.74826636,-87.59161761,"{'latitude': '-87.59161761', 'longitude': '41.74826636'}",,,,,,
609961,Ninos Heroes Elementary Academic Center,8344 S Commercial Ave,Chicago,IL,60617,(773) 535-6694,http://www.heroes.cps.k12.il.us,,LEVEL 3,ON PROBATION,1,PARTIALLY ORGANIZED,93.4,88.5,WEAK,NEUTRAL,STRONG,VERY WEAK,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,STRONG,13,5,44,53,57,7,41,90,44,44,8,99,76,99,11,6,9,24,17,12,8,14,23,19,27,24,6,28,33,43,23.8,16.4,44.3,58.2,2.7,3.7,93.2,94.1,94,95.4,70.6,,,1197504.847,1850181.748,41.74374969,-87.55189813,"{'latitude': '-87.55189813', 'longitude': '41.74374969'}",,,,,,
609930,Frederick Funston Elementary School,2010 N Central Park,Chicago,IL,60647,(773) 534-4125,http://www.cps.edu,,LEVEL 3,ON PROBATION,5,NOT YET ORGANIZED,86.9,56.8,VERY WEAK,VERY WEAK,WEAK,VERY WEAK,WEAK,WEAK,WEAK,STRONG,NEUTRAL,NOT CERTIFIED,STRONG,30,12,38,57,46,58,18,18,92,7,64,58,5,4,13,22,19,14,7,23,19,11,15,57,49,24,14,16,5,7,11,7.1,71.3,69.4,2.4,1.8,94,95.5,94.3,96.3,63.6,,,1152012.963,1913173.956,41.91762127,-87.71692852,"{'latitude': '-87.71692852', 'longitude': '41.91762127'}",,,,,,
609939,Frank L Gillespie Elementary School,9301 S State St,Chicago,IL,60619,(773) 535-5065,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,NOT ENOUGH DATA,54.3,65.7,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,DEVELOPING,99,97,28,69,96,97,91,99,99,99,99,99,99,99,19,28,23,11,12,31,32,13,26,31,25,40,30,26,15,28,2,0.2,57.1,18.8,3,2,93.1,93.7,96.7,97.1,51.9,,,1177970.337,1843287.805,41.72529635,-87.62368165,"{'latitude': '-87.62368165', 'longitude': '41.72529635'}",,,,,,
610132,Edgar Allan Poe Elementary Classical School,10538 S Langley Ave,Chicago,IL,60628,(773) 535-5525,http://www.poe.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,MODERATELY ORGANIZED,84.6,72.7,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,HEALTHY SCHOOLS CERTIFIED,DEVELOPING,91,47,66,99,78,,,99,99,44,99,96,,,99,99,99,98,99,99,,,99,99,99,99,99,99,,,2.6,1,,,,,97.5,98,94.4,96.2,96.3,,,1182742.505,1835063.9,41.70261965,-87.60645552,"{'latitude': '-87.60645552', 'longitude': '41.70261965'}",,,,,,
400040,Frazier Preparatory Academy Elementary School,4027 W Grenshaw St,Chicago,IL,60624,(773) 534-6776,http://www.frazierprep.org,,LEVEL 3,ON PROBATION,1,ORGANIZED,79.6,61.1,STRONG,NEUTRAL,STRONG,NEUTRAL,WEAK,WEAK,STRONG,WEAK,WEAK,NOT CERTIFIED,INCOMPLETE DATA,1,13,25,0,13,89,25,0,23,15,0,5,2,1,13,15,21,5,5,12,57,18,11,9,35,22,6,8,11,17,0.2,5.7,,,,,95.6,95.1,,,,,,1149588.241,1894694.332,41.86695871,-87.72631742,"{'latitude': '-87.72631742', 'longitude': '41.86695871'}",,,,,,
610188,Dunne Technology Academy,10845 S Union Ave,Chicago,IL,60628,(773) 535-5517,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,WELL-ORGANIZED,94.9,94.4,NEUTRAL,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,STRONG,STRONG,WEAK,NOT CERTIFIED,INCOMPLETE DATA,44,25,12,80,32,98,55,54,17,37,45,54,99,60,15,18,3,21,28,5,80,17,15,21,4,23,31,6,51,15,3.6,4.8,64.7,75,2.6,2.4,95.2,95.4,94.1,93.9,61.6,,,1173617.217,1832764.286,41.69651565,-87.63993763,"{'latitude': '-87.63993763', 'longitude': '41.69651565'}",,,,,,
609864,John W Cook Elementary School,8150 S Bishop St,Chicago,IL,60620,(773) 535-3315,http://www.cook.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,92.1,86.7,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,NOT CERTIFIED,INCOMPLETE DATA,61,29,71,43,75,55,73,99,18,84,99,99,93,99,8,6,3,21,9,6,13,34,16,5,3,17,41,26,13,43,27.2,19.3,63.1,92.9,2.6,2.8,92.7,93.6,93.1,94.4,61.7,,,1168050.532,1850484.153,41.74526284,-87.6598119,"{'latitude': '-87.6598119', 'longitude': '41.74526284'}",,,,,,
610141,Ravenswood Elementary School,4332 N Paulina St,Chicago,IL,60613,(773) 534-5525,http://www.ravenswood.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,88.7,82.1,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,VERY WEAK,NOT CERTIFIED,EXCELLING,70,91,26,49,69,72,22,99,99,99,85,87,64,0,70,91,85,57,42,71,48,60,86,85,96,98,88,90,30,35,3.8,4.1,64.3,39.6,1.7,1.9,95.7,95.5,95.6,96.9,81.4,,,1164402.827,1928980.278,41.96074129,-87.67095905,"{'latitude': '-87.67095905', 'longitude': '41.96074129'}",,,,,,
610174,James Shields Elementary School,4250 S Rockwell St,Chicago,IL,60632,(773) 535-7285,http://www.cps.edu,,LEVEL 2,NOT ON PROBATION,,ORGANIZED,0,67.8,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,WEAK,NEUTRAL,NEUTRAL,HEALTHY SCHOOLS CERTIFIED,EMERGING,63,56,57,,,,,95,78,84,,,,,26,20,30,30,,,,,43,30,42,49,,,,,2.3,5.4,29.5,35.9,1.5,2.8,95.4,96.6,95.3,96.6,74.8,,,1159705.642,1876174.268,41.81593528,-87.68968453,"{'latitude': '-87.68968453', 'longitude': '41.81593528'}",,,,,,
400074,Betty Shabazz Intl Charter - Barbara A Sizemore,6936 S Hermitage Ave,Chicago,IL,60636,(773) 535-9144,http://www.cps.edu,,LEVEL 3,NOT APPLICABLE,,NOT ENOUGH DATA,1.3,0,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,0,0,3,,5,5,6,0,0,2,23,26,8,3,2,2,1,25,,2,11,10,2,1,1,8,2,2,2,6,,,,,,,94.9,93.9,,,,,,1165842.067,1858533.436,41.76739834,-87.66767589,"{'latitude': '-87.66767589', 'longitude': '41.76739834'}",,,,,,
610138,Pulaski International School of Chicago,2230 W McLean Ave,Chicago,IL,60647,(773) 534-4391,http://www.pulaski.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,96.1,93.8,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,HEALTHY SCHOOLS CERTIFIED,STRONG,99,29,98,89,99,92,98,99,25,95,77,80,91,99,79,85,59,87,71,80,73,83,67,70,36,80,53,59,53,89,1.8,2.2,30.2,21.3,2.1,4.3,95.5,96.4,96.1,96.8,81.7,,,1161026.753,1913565.719,41.91851374,-87.68380061,"{'latitude': '-87.68380061', 'longitude': '41.91851374'}",,,,,,
609899,Christian Ebinger Elementary School,7350 W Pratt Ave,Chicago,IL,60631,(773) 534-1070,http://www.ebinger.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,WELL-ORGANIZED,53.4,97,VERY STRONG,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,STRONG,99,99,99,99,98,98,90,99,99,99,99,89,93,99,96,99,98,98,92,87,88,77,95,96,97,98,98,89,84,88,2.4,2.1,42.5,66.7,1.1,2,94.8,96.1,95.4,96.3,80.4,,,1126172.537,1944639.095,42.00443557,-87.81116435,"{'latitude': '-87.81116435', 'longitude': '42.00443557'}",,,,,,
400028,Chicago Intl Charter - Prairie,11530 S Prairie Ave,Chicago,IL,60628,(773) 928-0480,http://www.cics-prairie.org,,LEVEL 3,NOT APPLICABLE,,NOT YET ORGANIZED,94.2,100,WEAK,WEAK,WEAK,WEAK,WEAK,NEUTRAL,VERY STRONG,VERY STRONG,VERY WEAK,NOT CERTIFIED,INCOMPLETE DATA,77,49,17,88,64,92,77,27,50,8,8,58,96,29,58,98,79,25,67,45,61,42,33,96,71,25,19,28,45,22,,,,,,,95.3,95.6,,,,,,1179938.594,1828416.657,41.68444316,-87.61692508,"{'latitude': '-87.61692508', 'longitude': '41.68444316'}",,,,,,
609792,Newton Bateman Elementary School,4220 N Richmond St,Chicago,IL,60618,(773) 534-5055,http://www.bateman.cps.k12.il.us,,LEVEL 1,NOT ON PROBATION,,PARTIALLY ORGANIZED,93.8,94.6,NEUTRAL,STRONG,NEUTRAL,WEAK,WEAK,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,PENDING CERTIFICATION,STRONG,91,72,86,19,83,96,90,84,68,97,50,70,50,68,65,85,73,75,34,34,74,73,46,54,51,65,25,32,39,65,0.6,0.2,10.5,,3.7,,94.6,96.4,95.7,96.2,73,,,1155915.849,1928001.212,41.95823045,-87.70218806,"{'latitude': '-87.70218806', 'longitude': '41.95823045'}",,,,,,
609928,Melville W Fuller Elementary School,4214 S Saint Lawrence Ave,Chicago,IL,60653,(773) 535-1687,http://www.fuller.cps.k12.il.us,,LEVEL 3,ON PROBATION,7,ORGANIZED,98.7,100,NEUTRAL,NEUTRAL,WEAK,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,NOT CERTIFIED,INCOMPLETE DATA,11,10,48,32,27,7,78,64,55,72,37,73,68,22,1,0,0,6,2,0,0,28,1,0,1,9,1,1,0,9,29.7,50.3,71.4,57,2.2,2.6,91.6,89.6,96.7,94,63.7,,,1180924.721,1877097.464,41.8180061,-87.61182077,"{'latitude': '-87.61182077', 'longitude': '41.8180061'}",,,,,,
610111,John Palmer Elementary School,5051 N Kenneth Ave,Chicago,IL,60630,(773) 534-3704,http://www.palmer.cps.k12.il.us,,LEVEL 2,NOT ON PROBATION,,PARTIALLY ORGANIZED,85.5,60,WEAK,STRONG,STRONG,WEAK,VERY WEAK,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,EXCELLING,24,24,20,12,56,32,69,81,23,47,5,97,88,99,44,68,62,18,33,47,38,50,64,66,44,28,44,70,77,88,1,0.9,10.2,6.8,2.9,5.7,95,96.5,94,95.3,79.5,,,1145817.577,1933407.476,41.97326374,-87.73917547,"{'latitude': '-87.73917547', 'longitude': '41.97326374'}",,,,,,
609885,Dewey Elementary Academy of Fine Arts,5415 S Union Ave,Chicago,IL,60609,(773) 535-1666,http://www.cps.edu,,LEVEL 3,ON PROBATION,6,NOT YET ORGANIZED,71.3,88,WEAK,NEUTRAL,WEAK,VERY WEAK,WEAK,WEAK,VERY STRONG,STRONG,VERY STRONG,NOT CERTIFIED,DEVELOPING,1,43,17,3,16,17,24,13,37,43,12,35,19,42,0,,1,6,0,0,0,0,0,,3,8,2,2,0,0,53.9,52,85.3,86.8,2.5,2.5,90,90.1,94.3,95.2,40.5,,,1172596.05,1868881.791,41.7956493,-87.642615,"{'latitude': '-87.642615', 'longitude': '41.7956493'}",,,,,,
400096,Rowe Elementary School,1424 N Cleaver St,Chicago,IL,60642,(312) 445-5870,http://www.roweelementaryschool.org,,LEVEL 2,NOT APPLICABLE,,ORGANIZED,0,52.8,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,VERY STRONG,VERY STRONG,VERY STRONG,NOT CERTIFIED,EXCELLING,,,,,,,,,,,,,,,89,89,,,,,,,82,82,,,,,,,,,,,,,96.1,96.4,,,76.4,,,1166416.386,1909704.295,41.90780404,-87.66410941,"{'latitude': '-87.66410941', 'longitude': '41.90780404'}",,,,,,
610030,Charles Kozminski Elementary Community Academy,936 E 54th St,Chicago,IL,60615,(773) 535-0980,http://cuip.uchicago.edu/schools/kozminski/index.h,,LEVEL 3,ON PROBATION,5,ORGANIZED,80,100,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NOT CERTIFIED,DEVELOPING,74,46,22,68,84,67,,82,73,44,98,53,40,,18,11,29,34,36,16,1,,14,9,53,18,40,13,0,,35.6,15.9,43.3,59.3,3.1,3.2,92.3,92.8,94.8,95.3,66.4,,,1183537.482,1869839.651,41.7980295,-87.60246287,"{'latitude': '-87.60246287', 'longitude': '41.7980295'}",,,,,,
610005,Charles Evans Hughes Elementary School,4247 W 15th St,Chicago,IL,60623,(773) 534-1762,http://www.cps.edu,,LEVEL 3,ON PROBATION,7,WELL-ORGANIZED,54.8,70.6,STRONG,STRONG,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,PENDING CERTIFICATION,EXCELLING,11,35,45,53,3,24,39,88,75,61,83,71,95,39,3,13,8,7,23,1,2,1,23,28,31,28,63,5,31,14,1.7,4.8,,83.3,,2.6,95,95.8,92.4,94.4,52.9,,,1148118.259,1892326.805,41.86049033,-87.73177486,"{'latitude': '-87.73177486', 'longitude': '41.86049033'}",,,,,,
609827,Burnside Elementary Scholastic Academy,650 E 91st Pl,Chicago,IL,60619,(773) 535-3300,http://www.burnside.cps.k12.il.us,,LEVEL 3,ON PROBATION,1,NOT YET ORGANIZED,79.8,69.6,WEAK,WEAK,STRONG,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT CERTIFIED,INCOMPLETE DATA,43,41,18,77,70,15,64,18,12,14,74,40,2,82,35,46,31,25,44,56,23,27,17,10,10,9,51,29,10,25,6.5,5.4,65.3,45.1,2.5,2,93.8,95.6,93,94.2,78.9,,,1182385.651,1844494.844,41.72850759,-87.60747108,"{'latitude': '-87.60747108', 'longitude': '41.72850759'}",,,,,,
